소재지전체주소,도로명전체주소,사업장명,위도,경도,업태구분명,kakao_star,kakao_star_nums,kakao_blog_review
도화동,"서울특별시 관악구 행운1길 123, 1층 (봉천동)",경성상회,37.4841024,126.9559694,일식,3,7,25
창천동,"서울특별시 강북구 도봉로 328 (번동,(도봉로 328)(지하106호))",홍초불닭,37.6371282,127.0252103,일식,3.6,17,22
성수동2가,"서울특별시 강동구 천중로16길 45, 1층 101호 (천호동)",멜로워,37.5429059,127.1287049,일식,4,54,319
화곡동,서울특별시 관악구 난곡로65길 19 (신림동),스타우스,37.4821704,126.9131705,일식,4.5,10,46
성수동2가,"서울특별시 강동구 양재대로111길 15, 탑스위트 1층 101,102호 (길동)",앳모스피어,37.536962,127.1385757,일식,4.8,6,17
신사동,서울특별시 관악구 신원로 4 (신림동),스시 시미즈,37.4797086,126.9281409,일식,3,8,63
신사동,"서울특별시 관악구 신림로65길 43, 2층 (신림동)",홀,37.4846957,126.9270939,일식,5,1,9
연남동,"서울특별시 관악구 호암로22길 37, 지상1층 (신림동)",아띠,37.4689155,126.9347784,일식,0,0,0
서교동,"서울특별시 관악구 은천로 37, 1층 (봉천동)",스노잉 아날로그,37.4863545,126.9395881,일식,2,1,31
반포동,서울특별시 강북구 도봉로20길 8 (미아동),스시고,37.6184513,127.0298472,일식,4.1,55,44
신사동,"서울특별시 강서구 금낭화로 70 (방화동,(지상 3층))",썸,37.5716172,126.8117224,일식,0,0,0
면목동,서울특별시 강북구 삼양로 617 (우이동),이어도참치,37.6580743,127.0135099,일식,3.9,11,55
가산동,"서울특별시 강서구 양천로 583, A동 3층 308호 (염창동, 우림블루나인비지니스센터)",트래블앤쿡,37.5570451,126.8642592,일식,3.1,13,22
후암동,서울특별시 강북구 솔매로 46 (미아동),모던피자,37.6251803,127.0170541,일식,3,3,8
동선동1가,서울특별시 강북구 삼양로173길 41-11 (우이동),동아리호프,37.6621287,127.0100612,일식,0,0,0
한남동,"서울특별시 강북구 삼양로73길 12, 1층 좌측호 (수유동)",푸에고,37.6298158,127.0175557,일식,4.2,5,35
소격동,서울특별시 강북구 도봉로87길 9-8 (수유동),이태리재,37.638174,127.0247017,일식,3.3,61,161
수유동,서울특별시 강서구 화곡로58길 33-7 (화곡동),알라딘,37.5531183,126.8528866,일식,0,0,0
서초동,"서울특별시 강북구 도봉로 377 (수유동,(도봉로 337)(지상1층))",나나마구로,37.6409015,127.0282974,일식,2.8,5,26
잠실동,"서울특별시 강북구 삼양로123길 10 (수유동,(삼양로 123길 10))",교양식사 잠실점,37.6449497,127.0153191,일식,4.6,5,6
창천동,"서울특별시 강북구 도봉로 261 (수유동,(도봉로 261) 수유프라자 4층 423호)",다모토리3,37.6316819,127.0234924,일식,3,8,4
신림동,서울특별시 광진구 군자로 105-1 (군자동),명동피자 신림점,37.5525874,127.071595,일식,0,0,0
보광동,"서울특별시 관악구 청룡길 38, 1층 (봉천동)",벨로코,37.4801804,126.9459381,일식,0,0,0
보광동,"서울특별시 강북구 한천로139길 25, 지상1.2층 (수유동)",작업실,37.6390917,127.0257402,일식,5,1,0
문정동,"서울특별시 강북구 오패산로 401 (번동,(지상1층))",아카시 문정점,37.6367355,127.0272465,일식,0,0,4
구로동,"서울특별시 관악구 은천로 176, 1층 (봉천동)",마도,37.4857481,126.9548743,일식,4,7,16
이태원동,"서울특별시 강북구 도봉로10가길 15 (미아동,(분수대1길 13)(지하1층))",모멘또스,37.6130085,127.0313661,일식,2.9,7,3
안국동,"서울특별시 관악구 봉천로 467, 2층 (봉천동)",단아,37.482513,126.9520164,일식,5,1,0
연남동,"서울특별시 관악구 청림길 12, 1층 (봉천동)",노스트로바다,37.4881906,126.9593671,일식,2,1,0
성수동2가,"서울특별시 강북구 노해로11길 42, 1층 (수유동)",어랑회집,37.6389294,127.0203307,일식,0,0,0
화곡동,"서울특별시 관악구 대학길 35, 지하1층 (신림동)",스시야,37.4691271,126.9378142,일식,5,3,3
구의동,"서울특별시 광진구 광나루로 380, 2층 1-1호 (화양동)",라비앙블루,37.5476248,127.0719005,일식,0,0,0
삼성동,"서울특별시 강서구 국회대로 249-1, 1층 (화곡동, 4동)",미인 삼계탕,37.530037,126.8626761,일식,3,5,10
하월곡동,"서울특별시 강서구 강서로18길 51, 1층 (화곡동)",마구로사시미,37.5345855,126.8483851,일식,0,0,6
쌍문동,"서울특별시 강서구 화곡로58길 22-14, 1층 (화곡동, 6동 여름빌딩)",바다빛참치,37.5523276,126.8516104,일식,3.3,3,2
방배동,"서울특별시 강동구 올림픽로 696, 1층 (천호동)",하나스시,37.5432841,127.1253506,일식,4,4,3
청담동,"서울특별시 관악구 봉천로 230, 1층 (신림동)",우 마마,37.4893285,126.9270827,일식,4.5,2,7
면목동,"서울특별시 광진구 광나루로 361, 지하1층 제비101호주방6호 (군자동, 광진 동양파라곤 1단지)",차칸까스,37.5485406,127.0700151,일식,1,1,5
누하동,"서울특별시 강북구 솔샘로 167, 지3층 (미아동)",키친,37.6201794,127.0112361,일식,3.5,70,33
문정동,"서울특별시 강서구 개화동로5길 3-54, 1층 (개화동, 2동)",가쯔미 본점,37.5826595,126.7987767,일식,0,0,1
옥인동,"서울특별시 강북구 솔매로 64, 2층 (미아동)",앳홈,37.6247671,127.0193411,일식,5,6,4
서초동,서울특별시 강동구 천중로39길 6 (천호동),남강,37.5413942,127.1391832,일식,4,2,0
성수동1가,"서울특별시 강서구 화곡로44나길 44, 1층 (화곡동)",목금,37.5488665,126.8499971,일식,4.4,12,66
면목동,"서울특별시 강북구 월계로37길 142, 소천대중탕 1층 (번동)",리스시앤참치,37.6282706,127.0437644,일식,4,2,2
삼선동1가,서울특별시 강북구 노해로 90 (수유동),육백집서울고깃집,37.643466,127.0231937,일식,3,4,62
북창동,"서울특별시 강서구 강서로8길 9, 1층 (화곡동, 8동)",브이아이피참치,37.5299349,126.8484771,일식,4.3,12,68
신사동,서울특별시 강서구 화곡로58길 18 (화곡동),도가횟집,37.5527941,126.8518558,일식,3,3,2
가락동,"서울특별시 강동구 천호대로175길 52, 영일빌딩 1층 3호 (길동)",요녀석,37.5369561,127.137657,일식,0,0,2
동숭동,"서울특별시 강서구 강서로18길 21, 1층 (화곡동)",컬쳐컴플렉스,37.5340185,126.8468499,일식,0,0,1
마곡동,서울특별시 광진구 군자로17길 42 (군자동),우미마토,37.5570226,127.0775289,일식,0,0,2
역삼동,"서울특별시 강동구 천호대로157길 18, 지1층 B04호 (천호동, 원방빌딩)",야마야 강남N타워점,37.5385014,127.1275006,일식,2.9,7,7
서교동,"서울특별시 광진구 광나루로 361 (군자동,동양파라곤1단지201,202,203호)",호쿤,37.5485406,127.0700151,일식,4.4,5,12
하월곡동,"서울특별시 광진구 광나루로17길 13-3, 1층 (군자동)",이웃집라자냐,37.5481831,127.072498,일식,4.3,3,24
화곡동,"서울특별시 강서구 등촌로51길 23, 가동 1층 (등촌동, 2동)",이층창가,37.5488964,126.8621729,일식,3.9,13,53
대치동,"서울특별시 관악구 난곡로65길 2 (신림동,지상1층)",미스터피자,37.482507,126.9140405,일식,0,0,0
신당동,서울특별시 강서구 강서로5나길 130 (화곡동),청담이상,37.5284057,126.8409377,일식,1,1,1
한남동,서울특별시 강북구 도봉로 41-12 (미아동),더블린나나스트리트,37.6127763,127.0292842,일식,4.4,21,4
만리동1가,"서울특별시 강서구 공항대로 124, 1106동 109호 (마곡동, 마곡엠밸리11단지)",옵튼,37.5591817,126.8211548,일식,4.2,5,18
이태원동,"서울특별시 강동구 진황도로 10, 3층 (천호동)",월산동아지트,37.5399019,127.128421,일식,0,0,3
석촌동,서울특별시 강북구 인수봉로58길 4-11 (수유동),동경레스토랑,37.6368139,127.0133726,일식,0,0,0
문배동,"서울특별시 강동구 천중로40길 78, 103호 (길동)",금왕돈까스,37.5377202,127.1373722,일식,3.8,42,53
구로동,"서울특별시 강서구 허준로 175 (가양동,도시개발(아)상가 203호 (지상 2층))",카페컬쳐,37.5633207,126.8596338,일식,2.5,2,0
상수동,"서울특별시 관악구 원신길 130-4 (신림동,1층)",문샤인,37.4672127,126.9301981,일식,0,0,2
삼전동,서울특별시 강북구 수유로 11 (수유동),미스터빠삭,37.6320876,127.0181567,일식,0,0,0
신사동,"서울특별시 강서구 양천로 714, 1층 (염창동)",쉬,37.5492933,126.8750438,일식,0,0,1
청담동,"서울특별시 강서구 양천로24가길 59, 109동 1층 102호 (방화동, 1동 한진로즈힐)",월풍월,37.5714021,126.8137687,일식,0,0,0
성북동,"서울특별시 강북구 한천로144길 26, 1층 (수유동)",성북동함박스테이크,37.6420311,127.0263158,일식,4,1,4
당산동5가,서울특별시 강북구 인수봉로78길 12 (수유동),로프트관광호텔레스토랑,37.6444529,127.0115542,일식,2,2,5
신림동,"서울특별시 관악구 관악로16길 38, 1층 (봉천동)",쿠모,37.4797305,126.9547513,일식,2.5,6,12
신대방동,"서울특별시 강서구 마곡중앙로 59-17, 류마타워2 1층 118~122호 (마곡동)",가네끼스시,37.5588983,126.824791,일식,4,28,107
신정동,"서울특별시 관악구 보라매로 7, 1층 (봉천동)",마이디어디,37.4901228,126.9273803,일식,0,0,1
마곡동,"서울특별시 강서구 화곡로 398, 홈플러스강서점앤본사사옥 XH, Y11호 (등촌동)",오즈테이블 마곡점,37.55847,126.854819,일식,4.3,15,65
구의동,"서울특별시 관악구 관천로 81, 1층 (신림동)",제주뜰갈치전문점,37.4857212,126.9234072,일식,4.2,14,6
구의동,"서울특별시 강서구 화곡로42길 32, 1층 (화곡동, 본동)",일비,37.5459804,126.8470528,일식,0,0,1
역삼동,"서울특별시 강서구 화곡로 296, 107호 (화곡동,강서아이파크 (지상1층))",레트로 고래,37.5505813,126.8490472,일식,4.8,8,11
마곡동,"서울특별시 강동구 천호대로 1095, 지층 144,148호 (천호동, 천호현대아이파크)",긴꼬리초밥,37.5357937,127.1337336,일식,4,54,201
서초동,"서울특별시 강서구 공항대로 34, 1층 (공항동, 청보빌딩)",스시카네,37.5610119,126.8109723,일식,3.5,13,62
서초동,서울특별시 강동구 천호대로158길 10 (성내동),알리멘토,37.5370125,127.1262468,일식,5,1,4
관철동,"서울특별시 강북구 도봉로67길 39, 1층 (미아동)",Forza,37.6299216,127.0224351,일식,0,0,3
응암동,"서울특별시 관악구 청림6길 16, 1층 101,102호 (봉천동, 대영아파트)",참치홀릭,37.4870017,126.9592872,일식,0,0,1
적선동,서울특별시 강북구 도봉로67길 42-1 (미아동),동원참치광화문본점,37.629946,127.0221268,일식,2.9,9,8
신사동,"서울특별시 관악구 쑥고개로 67, 1층 (봉천동)",이차돌,37.4796868,126.9439279,일식,5,1,45
필동3가,"서울특별시 관악구 신림로 90, 지상1층 (신림동)",무모한초밥 필동점,37.4709434,126.9393754,일식,0,0,0
역삼동,"서울특별시 강서구 허준로 209 (가양동,7단지상가 201호)",세븐,37.5621998,126.8616635,일식,5,1,0
소격동,"서울특별시 강북구 도봉로71가길 31 (수유동,지상1층)",소격동 60,37.6326912,127.0219658,일식,5,11,18
