소재지전체주소,도로명전체주소,사업장명,위도,경도,업태구분명,kakao_star,kakao_star_nums,kakao_blog_review
봉천동,서울특별시 강동구 구천면로24길 24 (천호동),미트미인더모닝,37.5397229,127.1258273,양식,0,0,0
신당동,"서울특별시 강동구 구천면로36길 21, 지층 (천호동)",정소반,37.542672,127.132811,양식,5,4,8
화양동,"서울특별시 강동구 구천면로36길 19, 지1층 (천호동)",KFC세종대점,37.5427334,127.1327069,양식,1.8,13,14
서초동,"서울특별시 강동구 구천면로 504, 2층 (명일동)",한국피자헛 서울고점,37.5490654,127.1543093,양식,2.4,6,1
신천동,"서울특별시 강동구 구천면로29길 48 (천호동,(1층))",세상의모든아침 롯데월드몰점,37.5422085,127.1305256,양식,1.9,8,3
천호동,"서울특별시 강동구 구천면로 456 (명일동,2층)",아이노스,37.5491249,127.1488512,양식,0,0,26
서초동,"서울특별시 강동구 구천면로 428, 116,117호 (명일동)",아웃백 딜리버리 서초점,37.550162,127.1461669,양식,5,1,3
신천동,서울특별시 강동구 구천면로41길 19 (천호동),리틀파르크,37.5465232,127.1328578,양식,5,1,0
신사동,서울특별시 강동구 구천면로33길 24 (천호동),주식회사 르자당도산점,37.5426615,127.1296717,양식,4,2,42
송파동,"서울특별시 강동구 구천면로29길 30 (천호동,1층7호)",아웃백 딜리버리 송파점,37.5416237,127.1296915,양식,1,1,2
반포동,서울특별시 강동구 구천면로41길 10 (천호동),아티장 베이커스 서래,37.5465045,127.1335008,양식,4.1,14,17
창동,"서울특별시 강동구 구천면로29길 36 (천호동,(1층))",피자애,37.5418088,127.1298648,양식,4,1,0
용산동2가,서울특별시 강동구 구천면로 512 (명일동),프레그릿,37.54904,127.1551465,양식,5,2,3
창천동,"서울특별시 강동구 구천면로34길 36, 1층 (천호동)",케이에프씨,37.5423555,127.1332597,양식,2.5,13,12
방배동,서울특별시 강동구 구천면로 436 (명일동),와인하우스,37.549852,127.1467901,양식,3,1,0
공릉동,"서울특별시 강동구 구천면로33길 5, 1층 (천호동)",코타브레드,37.5423591,127.1306931,양식,0,0,7
남대문로5가,"서울특별시 강동구 구천면로 668, 2층 (상일동)",퀴즈노스서울스퀘어점,37.5508246,127.1722179,양식,3.1,12,9
연남동,"서울특별시 강동구 구천면로34길 6, 1층 (천호동)",연남와인,37.5423481,127.1315367,양식,5,3,6
상계동,"서울특별시 강동구 구천면로18길 29, 1층 (천호동)",키친랩노원점,37.5403065,127.1226602,양식,2.3,6,77
방이동,서울특별시 강동구 구천면로100길 16 (상일동),플루마,37.5501525,127.1715678,양식,5,2,1
신사동,서울특별시 강동구 구천면로29길 42 (천호동),파티오42,37.5419417,127.1301599,양식,3.3,20,47
신사동,"서울특별시 강동구 구천면로 424 (명일동,명일메가타운 116호)",앙스모멍 시그니처,37.5503475,127.1455974,양식,0,0,4
신천동,"서울특별시 강동구 구천면로29길 44, 1층 (천호동)",닭강점,37.5419966,127.1302577,양식,0,0,0
이문동,서울특별시 강동구 구천면로24길 20-5 (천호동),아웃백딜리버리 회기점,37.5398123,127.1256191,양식,0,0,7
여의도동,서울특별시 강동구 구천면로 494 (명일동),더플레이스여의도IFC점,37.5490083,127.1530893,양식,3,26,100
둔촌동,"서울특별시 강동구 구천면로16길 6, 1층 103호 (천호동)",피자 인 카페,37.5416321,127.1224154,양식,0,1,0
구로동,"서울특별시 강동구 구천면로36길 6 (천호동,(1층))",팔칠커피,37.5429357,127.1319651,양식,0,0,0
수표동,"서울특별시 강동구 구천면로 666, 3층 (상일동)",타이거,37.5507919,127.1720476,양식,0,0,0
신정동,"서울특별시 강동구 구천면로 431-5, 1층 (명일동)",루체디베네치아,37.55058,127.1465488,양식,4.5,21,13
논현동,"서울특별시 강동구 구천면로33길 31, 1층 (천호동)",라푼젤,37.5425025,127.1293431,양식,0,0,0
송파동,서울특별시 강동구 구천면로41길 14 (천호동),하우디,37.5466805,127.1332912,양식,5,1,10
망원동,서울특별시 강동구 구천면로34길 36 (천호동),사치,37.5423555,127.1332597,양식,3.3,10,18
양재동,서울특별시 강동구 구천면로 436 (명일동),메고지고 aT센터점,37.549852,127.1467901,양식,0,0,2
