,지번주소,도로명주소,위도,경도,사업장명,kakao_star,kakao_star_nums,kakao_blog_review
8963,사당동,서울특별시 동작구 동작대로27가길 6  (사당동5층)',37.4873131,126.9809888,프로방스 노래연습장,0,1,0
6599,잠원동,서울특별시 서초구 신반포로 165 반포쇼핑타운 2동 지층 18~20호 (잠원동)',37.5057266,127.0021903,핵인싸 코인 노래연습장,4.3,4,2
1817,개봉동,서울특별시 구로구 개봉로20길 78 (개봉동(지층))',37.4932678,126.858706,휘파람노래연습장,0,0,0
6744,서초동,서울특별시 서초구 서초대로46길 99  (서초동),37.4901902,127.013499,조이노래연습장,0,0,0
87,개포동,서울특별시 강남구 논현로 64 지하1층 (개포동 삼우빌딩)',37.4759149,127.0468937,토마토 노래연습장,0,0,0
8720,제기동,서울특별시 동대문구 정릉천동로 90 지하1층 (제기동)',37.5799573,127.0357839,현대,0,0,0
11477,면목동,서울특별시 중랑구 겸재로 215 (면목동),37.5894667,127.0914886,힐링노래연습장,0,0,0
968,화곡동,서울특별시 강서구 강서로5나길 15 3층 (화곡동),37.5284068,126.847397,테마노래연습장,0,0,0
10226,가락동,서울특별시 송파구 오금로 300 지1층 (가락동 김해빌딩)',37.5033108,127.125685,일신 노래연습장,0,0,0
5477,개봉동,서울특별시 구로구 고척로21길 3 (개봉동(지층))',37.5016975,126.846199,쟁반노래연습장,0,0,0
3369,면목동,서울특별시 중랑구 면목로 283 (면목동),37.5782001,127.0857552,우리 노래연습장,0,0,0
6810,서초동,서울특별시 서초구 서초중앙로20길 18  (서초동),37.4922132,127.0151816,MBC노래방,0,0,0
780,미아동,서울특별시 강북구 월계로7길 지하 60 (미아동),37.6097206,127.0310786,설탕노래연습장,0,0,0
2265,천호동,서울특별시 강동구 구천면로41길 13 지층 (천호동),37.5464291,127.1331904,천궁노래연습장,0,0,0
10147,마천동,서울특별시 송파구 거마로24길 5 (마천동),37.499895,127.148218,팡팡노래연습장,0,0,0
415,상일동,서울특별시 강동구 상일로 21 (상일동),37.5489558,127.1729654,2080,0,0,0
9267,홍은동,서울특별시 서대문구 홍은중앙로 75-6 (홍은동지층)',37.598098,126.946329,열창노래연습장,0,0,0
6906,논현동,서울특별시 강남구 학동로2길 39 지하1층 (논현동 LS빌딩)',37.5090246,127.0234745,거침없이달려 노래연습장,0,0,0
6163,사당동,서울특별시 동작구 동작대로13길 7 (사당동),37.4816219,126.9809702,태양노래방,0,0,0
5598,구로동,서울특별시 구로구 시흥대로 571 (구로동(지층))',37.4839945,126.9018264,슈퍼스타코인노래연습장,1.3,6,2
7013,역삼동,서울특별시 강남구 테헤란로13길 8-10 지하1층 (역삼동 동영빌딩)',37.500356,127.0332762,비비,0,0,0
9148,도화동,서울특별시 마포구 도화길 20-1 지하1층 (도화동)',37.5402806,126.9483637,홍노래연습장,0,0,0
5928,대림동,서울특별시 영등포구 대림로22길 44-1 (대림동),37.4958992,126.9051335,앵콜노래연습장,0,0,0
714,우이동,서울특별시 강북구 삼양로 681  (우이동4층)',37.6634347,127.0120435,왕가,3.8,19,19
8614,도봉동,서울특별시 도봉구 도봉로181길 18 (도봉동),37.6841626,127.0449033,게코 노래연습장,0,0,0
1968,신도림동,서울특별시 구로구 경인로 584 (신도림동),37.5040586,126.8818326,비엔나노래연습장,0,0,0
3321,중화동,서울특별시 중랑구 중랑역로 99-1 (중화동),37.6024525,127.0774371,또와노래연습장,0,0,0
3985,방학동,서울특별시 도봉구 방학로6길 30  (방학동지층)',37.6642609,127.0369859,악쓰는하마,0,0,0
4353,상계동,서울특별시 노원구 동일로241길 44 2층 (상계동 수락네스트존)',37.6780963,127.0542336,O2,5,1,0
1279,신림동,서울특별시 관악구 대학길 16 지하1층 (신림동)',37.4700518,126.9379194,BE 노래연습장,0,0,0
6181,신대방동,서울특별시 동작구 신대방길 113 (신대방동2층)',37.4902684,126.9082737,땡큐노래연습장,0,0,0
3679,미아동,서울특별시 강북구 도봉로 45 숭인시장 3층 308호 (미아동)',37.6131312,127.029462,아지트코인 노래연습장,2,1,3
3611,석관동,서울특별시 성북구 한천로 578 2층 (석관동),37.6112658,127.0627033,스마일 노래연습장,0,0,0
1138,신림동,서울특별시 관악구 관천로19길 75 지하1층 (신림동)',37.4869378,126.9178252,뉴월드,0,0,0
10709,대림동,서울특별시 영등포구 도림로 128 (대림동),37.4925238,126.8966167,코리아노래연습장,0,0,0
1781,구로동,서울특별시 구로구 디지털로32길 87 (구로동(지층))',37.4832604,126.9001203,블랙홀 노래연습장,0,0,0
4147,방학동,서울특별시 도봉구 방학로2길 11 (방학동),37.6634158,127.0408051,친구노래방,0,0,0
3251,상봉동,서울특별시 중랑구 망우로 206 (상봉동지하1층)',37.5935972,127.0758091,SM노래연습장,0,0,0
5824,독산동,서울특별시 금천구 가산로3길 87 (독산동),37.4721906,126.8906903,뮤직,0,0,0
9281,창천동,서울특별시 서대문구 연세로5다길 8  (창천동),37.556452,126.9351289,엘비스,0,0,0
3050,이문동,서울특별시 동대문구 신이문로 33 지하1층 (이문동)',37.603156,127.0658773,콘서트,0,0,0
787,미아동,서울특별시 강북구 솔매로 89 2층 (미아동)',37.6253232,127.0220885,비트코인 노래연습장,4,2,0
9081,도화동,서울특별시 마포구 도화길 20 지하1층 (도화동)',37.5402493,126.9482372,스팅 노래연습장,0,0,0
8395,공릉동,서울특별시 노원구 공릉로 191-4 (공릉동),37.6269845,127.0786776,썸,4.8,5,3
6786,양재동,서울특별시 서초구 매헌로 25 (양재동),37.4633349,127.0350973,수노래연습장,4,1,0
10285,방이동,서울특별시 송파구 올림픽로32길 56 (방이동),37.5122148,127.1122439,땡겨노래연습장,0,0,0
320,천호동,서울특별시 강동구 구천면로41길 14 2층 (천호동)',37.5466805,127.1332912,팡팡노래연습장,0,0,0
11755,묵동,서울특별시 중랑구 공릉로 18 2층 (묵동),37.6124896,127.0780519,W노래연습장,1,1,0
8521,도봉동,서울특별시 도봉구 시루봉로 306 (도봉동지1층)',37.6711539,127.0431374,오렌지 노래연습장,0,0,0
1356,신림동,서울특별시 관악구 남부순환로 1631-1 (신림동),37.4848361,126.9320278,파티 노래연습장,0,0,0
4912,서교동,서울특별시 마포구 양화로6길 67 지하1층 (서교동),37.5487036,126.9179959,원투 노래연습장,0,0,0
4175,신정동,서울특별시 양천구 신정중앙로 86 (신정동),37.5264952,126.8610987,컵앤팝 노래연습장,0,0,0
2991,중곡동,서울특별시 광진구 면목로 158 (중곡동 영조빌딩)',37.567216,127.0821728,럭셔리,0,0,0
8264,상계동,서울특별시 노원구 상계로1길 38-11 지층 (상계동 우창프라자)',37.6579785,127.0621185,SBS,0,0,0
9534,양재동,서울특별시 서초구 강남대로34길 69 (양재동지하1층)',37.4841133,127.0396669,뉴칼라노래연습장,0,0,0
8737,장안동,서울특별시 동대문구 한천로 86 지층 (장안동)',37.5691078,127.0641659,소리바다,0,0,0
255,성내동,서울특별시 강동구 성안로3길 124 (성내동),37.5283234,127.1234091,도레미,0,0,0
10763,신길동,서울특별시 영등포구 도신로 193 (신길동),37.5114384,126.912727,아리노래연습장,0,0,0
9716,홍익동,서울특별시 성동구 고산자로 293  (홍익동동아상가 지층 A2)',37.5658446,127.0360799,동아노래연습장,0,0,0
980,등촌동,서울특별시 강서구 강서로54길 42 (등촌동지하1층),37.5588147,126.8411109,쿨노래연습장,0,0,0
7546,강일동,서울특별시 강동구 아리수로93길 27 강일타워 306307호 (강일동)',37.5656316,127.1738307,101코인노래연습장 강일점,0,0,2
3789,미아동,서울특별시 강북구 솔샘로 293 (미아동지하)',37.6183775,127.0251268,가족노래연습장,0,0,0
6227,노량진동,서울특별시 동작구 노량진로 110 (노량진동),37.5132094,126.9380558,SBS노래연습장,5,2,0
11311,명륜2가,서울특별시 종로구 창경궁로 258-15 (명륜2가),37.5836167,127.000658,인디안노래방,0,0,0
326,천호동,서울특별시 강동구 천호대로157길 18 1층 (천호동)',37.5385014,127.1275006,악쓰는 하마 2,3,1,0
1836,구로동,서울특별시 구로구 새말로12길 33 (구로동지층)',37.502023,126.8867912,쌍쌍노래연습장,4,1,0
552,미아동,서울특별시 강북구 솔샘로 237 2층 (미아동)',37.6201187,127.0192683,갈채노래연습장,0,0,0
8155,상계동,서울특별시 노원구 상계로3길 32 지층 (상계동)',37.6576258,127.0626898,앵콜,0,0,0
1345,봉천동,서울특별시 관악구 청룡길 9 지층 (봉천동)',37.4815264,126.9465401,영노래연습장,0,0,0
8672,장안동,서울특별시 동대문구 장한로 165 지하1층 (장안동)',37.575146,127.0716834,아지트,0,0,0
4639,창천동,서울특별시 서대문구 연세로5가길 8-3  (창천동),37.5574664,126.9361822,콜노래연습장,0,0,1
11257,갈현동,서울특별시 은평구 통일로 863-4 (갈현동),37.6199487,126.9198472,리코스타 코인 노래연습장,4.5,2,0
1317,봉천동,서울특별시 관악구 은천로 33 2층 (봉천동),37.4863572,126.9389768,스타노래연습장,0,0,0
9176,합정동,서울특별시 마포구 월드컵로3길 31 지하1층 (합정동),37.5502124,126.9110497,보리노래연습장,0,0,0
8495,방학동,서울특별시 도봉구 방학로6길 30  (방학동지층)',37.6642609,127.0369859,악쓰는하마,0,0,0
1686,구의동,서울특별시 광진구 천호대로 667 (구의동 지하)',37.5515474,127.0902519,락 노래연습장,0,0,0
4693,연희동,서울특별시 서대문구 연희로 102  (연희동지하1층)',37.5669857,126.9313663,연희노래연습장,3,2,0
1565,중곡동,서울특별시 광진구 긴고랑로 91 (중곡동지층)',37.5606685,127.0858485,아롱이노래연습장,0,0,0
6196,대방동,서울특별시 동작구 여의대방로 134-1  (대방동),37.4990402,126.9207254,신바람노래연습장,0,0,0
5410,구로동,서울특별시 구로구 시흥대로 577-11 A동 지층 (구로동)',37.4845008,126.9018837,별노래연습장,0,0,0
2235,신정동,서울특별시 양천구 오목로 151 지층 (신정동),37.5249111,126.8541428,잇츠코인 노래연습장,3.7,3,0
11333,관철동,서울특별시 종로구 삼일대로19길 16 (관철동),37.5696614,126.9867721,럭셔리,0,0,0
9572,반포동,서울특별시 서초구 강남대로79길 16  (반포동3층)',37.5051529,127.0230521,아싸노래연습장,0,0,0
10260,방이동,서울특별시 송파구 가락로 243 (방이동),37.5099621,127.1178854,수궁,0,0,1
1888,신도림동,서울특별시 구로구 경인로59길 8 (신도림동(2층))',37.5064034,126.8833762,K-POP코인노래연습장,2.5,2,0
10112,방이동,서울특별시 송파구 올림픽로32길 19 (방이동),37.5143417,127.1095491,째즈,5,1,6
9026,공덕동,서울특별시 마포구 만리재로 23 2층 (공덕동)',37.5447875,126.9537336,토토노래연습장,0,0,0
7439,가락동,서울특별시 송파구 중대로9길 62  (가락동),37.4977641,127.1203593,야화,5,1,3
1344,신림동,서울특별시 관악구 관천로 19 2층 (신림동)',37.4817978,126.9282384,로얄노래연습장,0,0,0
1752,개봉동,서울특별시 구로구 고척로21길 17-1 (개봉동),37.5021854,126.8459518,따봉노래연습장,0,0,0
3078,전농동,서울특별시 동대문구 서울시립대로 160 (전농동),37.5834294,127.0545403,엔젤코인,2.5,2,0
4645,창동,서울특별시 도봉구 덕릉로 223 2층 (창동),37.6381457,127.0373497,카라 노래연습장,0,0,0
11043,이태원동,서울특별시 용산구 보광로 123 (이태원동),37.5337144,126.9940239,라이브,1,1,0
6718,방배동,서울특별시 서초구 효령로31길 48  (방배동),37.4833541,126.9957149,실버노래연습장,0,0,0
6207,사당동,서울특별시 동작구 동작대로25길 41 (사당동),37.4853354,126.9802479,일번지노래연습장,0,0,0
919,화곡동,서울특별시 강서구 등촌로 35 지층 (화곡동)',37.5330948,126.86334,SBS노래연습장,0,0,0
3584,하월곡동,서울특별시 성북구 화랑로5길 41 지1층 (하월곡동)',37.604435,127.0391857,열린 노래연습장,0,0,0
1426,중곡동,서울특별시 광진구 면목로 128 (중곡동지층)',37.5648017,127.08093,OK노래연습장,0,0,0
6043,대림동,서울특별시 영등포구 대림로 167 (대림동),37.495798,126.8992346,뮤지컬노래연습장,0,0,0
10575,신월동,서울특별시 양천구 화곡로4길 17 (신월동),37.5379836,126.8280159,질러봐노래연습장,0,0,0
6609,서초동,서울특별시 서초구 반포대로22길 89  (서초동지하1층)',37.4912394,127.0130157,아라 노래연습장,0,0,0
3287,상봉동,서울특별시 중랑구 망우로50길 31 (상봉동),37.595833,127.0894538,궁전노래연습장,0,0,0
273,천호동,서울특별시 강동구 진황도로 15 (천호동),37.5396937,127.1293237,월드노래방,0,0,0
2183,시흥동,서울특별시 금천구 시흥대로 149 (시흥동지하1층),37.4473781,126.9029692,신세계,0,0,0
7370,가락동,서울특별시 송파구 송이로19길 4 지층 (가락동)',37.4973064,127.121862,나예노래연습장,0,0,0
2066,시흥동,서울특별시 금천구 독산로 134 (시흥동),37.4592862,126.9052583,커플,0,0,0
11326,명륜4가,서울특별시 종로구 대명길 15  (명륜4가),37.5833658,127.000737,질러,4,1,0
4588,양재동,서울특별시 서초구 논현로17길 19 (양재동 덕산빌딩),37.4758567,127.0448397,본코인노래연습장,4,1,0
7330,가락동,서울특별시 송파구 송이로20길 12 지층 (가락동)',37.495985,127.1201531,벌떼노래연습장,5,2,0
5047,신월동,서울특별시 양천구 중앙로53길 70 지하1층 (신월동)',37.5247343,126.8419951,황실 노래연습장,5,1,0
719,수유동,서울특별시 강북구 한천로140길 43 지층 (수유동)',37.6416146,127.028433,성원노래연습장,0,0,0
4433,중계동,서울특별시 노원구 섬밭로 316 (중계동 시영1단지b상가지하)',37.6439068,127.0629219,신바람노래연습장,0,0,0
6399,봉천동,서울특별시 관악구 은천로 3 2층 (봉천동)',37.4865341,126.9356512,앵콜,0,0,0
4187,신월동,서울특별시 양천구 신월로15길 1 (신월동),37.5187904,126.8419413,봉선화 노래연습장,0,0,0
6662,방배동,서울특별시 서초구 방배중앙로 138 (방배동),37.4913411,126.9871336,파티파티노래연습장,0,0,0
617,번동,서울특별시 강북구 한천로 1024 2층 (번동)',37.6394732,127.0280888,콜노래연습장,0,0,0
3266,상봉동,서울특별시 중랑구 상봉중앙로 62 (상봉동(지층))',37.6027832,127.0873743,성민노래연습장,0,0,0
3815,번동,서울특별시 강북구 도봉로82길 지하 22 지1층 (번동)',37.6161411,127.0302355,즐거운노래연습장,0,0,1
5378,공항동,서울특별시 강서구 공항대로 32 지층 (공항동)',37.5610338,126.8107236,스카이노래연습장,0,0,0
10362,가락동,서울특별시 송파구 중대로9길 22 3층 (가락동)',37.4950994,127.1193134,파파야노래연습장,0,0,0
4866,신수동,서울특별시 마포구 독막로 210 지하1층 (신수동),37.5471461,126.9369715,팡팡 노래연습장,0,0,0
3576,석관동,서울특별시 성북구 돌곶이로 48 지1층 (석관동 상희빌딩)',37.6084713,127.0597561,퀸 노래연습장,0,0,0
9779,용답동,서울특별시 성동구 천호대로 288 지1층 (용답동)',37.5664439,127.0527635,짱노래연습장,0,0,0
10447,신월동,서울특별시 양천구 가로공원로 105 (신월동),37.5360175,126.8276788,황제노래연습장,0,0,0
6336,봉천동,서울특별시 관악구 남부순환로 1711 지1층 (봉천동)',37.4832101,126.9405021,코캉스코인노래연습장,5,10,0
3829,번동,서울특별시 강북구 도봉로 376 2층 (번동)',37.6403932,127.0286736,스카이노래연습장,0,0,0
10667,목동,서울특별시 양천구 오목로 339 지하1층 (목동)',37.5247573,126.8753182,엔젤스코인노래연습장 오목교역점,3.7,3,2
1953,구로동,서울특별시 구로구 구로중앙로 6 (구로동),37.4911045,126.8927794,북경노래연습장,0,0,0
1586,중곡동,서울특별시 광진구 긴고랑로 50  (중곡동2층)',37.5623335,127.081681,용궁노래연습장,0,0,0
9015,노량진동,서울특별시 동작구 노량진로16길 14 지층 (노량진동)',37.5129664,126.9436464,에너지코인노래연습장,3,3,0
3645,석관동,서울특별시 성북구 돌곶이로14길 15 (석관동),37.6085517,127.0605269,참새 노래연습장,0,0,0
11044,용문동,서울특별시 용산구 효창원로 114 (용문동),37.538181,126.9609642,세븐,3,3,0
8688,답십리동,서울특별시 동대문구 답십리로 151 지하1층 (답십리동)',37.5730972,127.0569328,스타,5,3,2
6274,사당동,서울특별시 동작구 동작대로1길 33 (사당동지층)',37.4772137,126.9795381,파파코노래연습장,0,0,0
1702,화양동,서울특별시 광진구 아차산로29길 19 지하1층 (화양동)',37.5418436,127.0683872,놀러와,0,0,0
7018,개포동,서울특별시 강남구 개포로22길 6 지하1층 (개포동)',37.4783313,127.0474681,와와노래연습장,0,0,0
6862,대치동,서울특별시 강남구 선릉로 420 지하1층 (대치동)',37.5025043,127.0502966,쿵짝 노래연습장,0,0,0
33,역삼동,서울특별시 강남구 강남대로98길 8 지하1층 (역삼동)',37.500549,127.0274284,몰 노래연습장,0,0,0
327,성내동,서울특별시 강동구 양재대로89가길 30 지층 (성내동)',37.5252629,127.1342706,데몰리션노래연습장,0,0,0
11295,창신동,서울특별시 종로구 종로 307 (창신동),37.5722233,127.0118637,25시 노래연습장,0,0,0
2126,독산동,서울특별시 금천구 가산로 85 (독산동),37.4736276,126.8945563,스타,5,1,3
501,수유동,서울특별시 강북구 삼양로 460 (수유동),37.644402,127.0161156,?노래연습장,0,0,0
4934,신정동,서울특별시 양천구 신월로 348  (신정동지하1층)',37.5216034,126.859629,백십일노래연습장,5,1,0
394,천호동,서울특별시 강동구 올림픽로 746 지층 (천호동),37.5477077,127.1269954,바바라 노래연습장,0,0,0
6112,신길동,서울특별시 영등포구 도신로60길 6  (신길동),37.5114462,126.9169749,은하수 노래연습장,0,0,0
10670,당산동1가,서울특별시 영등포구 양산로 128 (당산동1가),37.5237884,126.8972089,메아리노래연습장,0,0,0
7621,암사동,서울특별시 강동구 구천면로 313 (암사동),37.5476825,127.1348282,정화,0,0,0
9911,종암동,서울특별시 성북구 종암로23길 10 지1층 (종암동),37.6000498,127.0334257,팡팡 노래연습장,0,0,0
411,길동,서울특별시 강동구 양재대로 1476 지층 (길동)',37.5374971,127.1401754,금빛,0,0,0
10179,문정동,서울특별시 송파구 새말로 146 (문정동),37.4837673,127.1299935,우리,1.7,6,1
2737,구의동,서울특별시 광진구 구의강변로 48 (구의동(지층))',37.5351211,127.0921354,럭셔리,0,0,0
9371,서초동,서울특별시 서초구 서초대로75길 34 지층 (서초동)',37.5005983,127.0252065,토토노래연습장,0,0,0
3763,미아동,서울특별시 강북구 삼양로 167 2층 (미아동)',37.6188682,127.0210598,신기루 노래연습장,0,0,0
7309,석촌동,서울특별시 송파구 석촌호수로18길 11 (석촌동),37.5059992,127.1012693,가인노래연습장,0,0,0
4408,상계동,서울특별시 노원구 덕릉로126길 48 2층 (상계동),37.6720578,127.0831159,짱,0,0,1
7511,가락동,서울특별시 송파구 중대로9길 53 (가락동),37.4976034,127.119486,탈렌트노래연습장,0,0,0
1466,구의동,서울특별시 광진구 자양로18길 60  (구의동지하1층)',37.5381204,127.0868009,SBS노래연습장,0,0,0
6956,삼성동,서울특별시 강남구 테헤란로81길 47 지하1층 (삼성동 태령빌딩)',37.5102236,127.0557347,블링블링 노래연습장,3.7,3,0
11323,관수동,서울특별시 종로구 수표로 93-1  (관수동(2층))',37.5696008,126.9892425,만남노래연습장,1,1,0
8609,방학동,서울특별시 도봉구 도봉로145길 5  지1층호 (방학동)',37.6644989,127.0422188,쎄븐 노래연습장,0,0,0
5710,시흥동,서울특별시 금천구 시흥대로52길 52 (시흥동),37.4536716,126.9020437,탑싱어,0,0,0
10415,문정동,서울특별시 송파구 법원로4길 10 힐스테이트에코문정 B106호 (문정동)',37.4825928,127.1228222,탄탄코인노래연습장,1.6,5,7
8926,사당동,서울특별시 동작구 동작대로29가길 23  (사당동지층)',37.4889498,126.9814376,코리아 노래연습장,0,0,0
10488,목동,서울특별시 양천구 등촌로 42-1 (목동),37.533731,126.8639177,은하수노래연습장,0,0,0
11684,면목동,서울특별시 중랑구 사가정로 387  (면목동),37.5809287,127.0877536,다모아 노래연습장,0,0,0
5239,화곡동,서울특별시 강서구 강서로 239 2층 (화곡동),37.5471858,126.8360124,슈퍼파워코인노래연습장,0,0,0
1972,구로동,서울특별시 구로구 디지털로32길 79 지하1층층 (구로동)',37.4835336,126.8997792,궁전노래연습장,0,0,0
10638,목동,서울특별시 양천구 오목로 337-4 (목동),37.524854,126.8754103,M노래연습장,0,0,0
10553,신정동,서울특별시 양천구 오목로 215 (신정동),37.5259005,126.8614289,MBC노래연습장,0,0,0
7159,방이동,서울특별시 송파구 가락로42길 15 (방이동),37.5121461,127.1213625,올레노래연습장,0,0,0
9450,양재동,서울특별시 서초구 동산로19길 35-1  (양재동),37.4740378,127.0462777,마리,3.5,10,7
2169,시흥동,서울특별시 금천구 독산로 140-1  (시흥동),37.4599381,126.9052402,비엔나,0,0,0
3282,묵동,서울특별시 중랑구 동일로157길 11 (묵동),37.609735,127.077105,신바람노래연습장,0,0,0
5884,대림동,서울특별시 영등포구 대림로 73 (대림동),37.4890492,126.9056605,대지노래연습장,0,0,0
1892,고척동,서울특별시 구로구 경인로47길 23 (고척동(5층))',37.5003906,126.8664026,보가코인노래연습장,5,1,1
2701,홍익동,서울특별시 성동구 마장로 192  (홍익동),37.5665347,127.0309962,팡팡노래방,0,0,0
3601,석관동,서울특별시 성북구 돌곶이로 60 서울치과의원 (석관동)',37.6092027,127.0589936,즐거운 노래연습장,0,0,0
8287,상계동,서울특별시 노원구 동일로 1673 지층 (상계동 상계빌딩),37.6778534,127.0549716,짱,0,0,1
9863,삼선동2가,서울특별시 성북구 삼선교로 40 지1층 (삼선동2가)',37.5881233,127.0101019,휴 노래연습장,0,0,0
7581,명일동,서울특별시 강동구 양재대로 1637 지층 2호 (명일동)',37.5517146,127.143832,썸 노래연습장,0,0,0
9597,반포동,서울특별시 서초구 강남대로 521-3 (반포동),37.5086116,127.022108,쇼 노래연습장,0,0,0
10831,신길동,서울특별시 영등포구 가마산로89길 3 (신길동),37.5046657,126.9213645,만남 노래연습장,0,0,0
3660,미아동,서울특별시 강북구 삼양로 169 2층 (미아동)',37.6189362,127.0208287,코노902코인노래연습장,3,1,0
10886,대림동,서울특별시 영등포구 대림로29길 12 지하1층 (대림동)',37.4957003,126.898032,홍량노래연습장,0,0,0
7512,가락동,서울특별시 송파구 송파대로28길 20 지층 108109호 (가락동 세화오피스텔)',37.4941535,127.1202422,홍콩,0,0,0
3332,중화동,서울특별시 중랑구 동일로129길 10 (중화동),37.5996151,127.0792145,작은별노래연습장,0,0,0
6622,방배동,서울특별시 서초구 방배로13길 15 지층 (방배동 오정빌딩)',37.4828476,126.9957154,악쓰는 하마,5,1,0
1925,구로동,서울특별시 구로구 새말로16길 32 (구로동),37.5041881,126.8909443,쌍쌍 노래연습장,4,1,0
5312,공항동,서울특별시 강서구 송정로 63 2층 (공항동)',37.560396,126.8097768,럭키코인 노래연습장,0,0,0
882,화곡동,서울특별시 강서구 공항대로46길 57 지층 (화곡동 정원빌딩)',37.5535103,126.8520265,오페라노래방,0,0,0
9460,서초동,서울특별시 서초구 서초중앙로20길 15 (서초동),37.4923587,127.0148816,디제이,0,0,0
2868,중곡동,서울특별시 광진구 영화사로 10 (중곡동(지층))',37.5579036,127.0885233,청춘,0,0,0
11779,망우동,서울특별시 중랑구 용마공원로 1 2층 (망우동),37.5953,127.1004538,더코인노래연습장,0,0,0
5004,신정동,서울특별시 양천구 신정중앙로 78 (신정동지층)',37.5265932,126.8602934,은하수노래연습장,0,0,0
2926,자양동,서울특별시 광진구 자양로13길 16 (자양동지하1층)',37.5355289,127.0830408,노래짱,0,0,0
922,화곡동,서울특별시 강서구 곰달래로 266 (화곡동지층 (곰달래길65)),37.5320665,126.8625044,방가방가노래연습장,0,0,0
5288,화곡동,서울특별시 강서구 화곡로44나길 40 지층 (화곡동)',37.5487438,126.8498439,앵콜송노래방,0,0,0
1321,신림동,서울특별시 관악구 신림로 255 (신림동),37.4777689,126.9327381,로하스 노래연습장,0,0,0
6029,대림동,서울특별시 영등포구 대림로 94 (대림동지하1층)',37.4903564,126.9042907,딱이야 노래연습장,0,0,0
2208,시흥동,서울특별시 금천구 금하로 635 지하1층 (시흥동)',37.4549227,126.9018633,스타코인노래연습장,2,1,1
4478,서초동,서울특별시 서초구 서초대로77길 37 7층 (서초동 서초동월드),37.5009917,127.0251242,마네키네코노래연습장,2.3,3,1
3206,답십리동,서울특별시 동대문구 전농로 86 지상2층 (답십리동)',37.5725649,127.0577016,라이브노래연습장,0,0,0
5226,공항동,서울특별시 강서구 방화대로7길 67 (공항동),37.5558569,126.812467,준노래연습장,0,0,0
4605,창천동,서울특별시 서대문구 연세로4길 19 지층 (창천동)',37.5573808,126.9378281,와라코인 노래연습장,4,2,0
7,논현동,서울특별시 강남구 언주로148길 14 (논현동 청호불교문화원)',37.5206335,127.0361667,사이먼 노래연습장,1,1,0
3810,미아동,서울특별시 강북구 솔샘로67길 142 2층 (미아동)',37.6233983,127.0265602,SBS 노래연습장,5,1,0
10659,신월동,서울특별시 양천구 남부순환로40길 2 (신월동),37.5351545,126.8281824,꾀꼬리코인노래연습장,0,0,0
10368,방이동,서울특별시 송파구 올림픽로32길 18 지하2층 (방이동 경진빌딩)',37.5144216,127.1091432,VIP노래연습장,1,1,0
9434,잠원동,서울특별시 서초구 강남대로99길 19  (잠원동),37.5149815,127.0185538,스타워즈,0,0,0
2316,갈현동,서울특별시 은평구 연서로27길 16-15 (갈현동),37.618801,126.9181479,짱노래연습장,0,0,0
6926,논현동,서울특별시 강남구 선릉로129길 17 지하1층 (논현동)',37.5159781,127.040162,올레노래연습장,0,0,0
8261,상계동,서울특별시 노원구 동일로 1651 지층 (상계동 GS 25),37.6759703,127.0550228,앵콜,0,0,0
2889,화양동,서울특별시 광진구 아차산로29길 18  (화양동(지층))',37.5416951,127.0686118,웰빙노래연습장,5,1,0
3996,쌍문동,서울특별시 도봉구 방학로3길 102 (쌍문동지1층)',37.6587632,127.038862,팡팡 노래연습장,0,0,0
914,화곡동,서울특별시 강서구 우장산로16길 20  (화곡동지층 (사랑길 54))',37.5524392,126.8493619,귀빈노래방,0,0,0
6121,신길동,서울특별시 영등포구 신길로 81 (신길동지하1층)',37.4998618,126.9085011,어머나노래연습장,0,0,0
7154,거여동,서울특별시 송파구 거마로2길 3 지하1층 (거여동)',37.493554,127.1451269,산들,0,0,0
3157,신설동,서울특별시 동대문구 천호대로 7-10 지상2층 (신설동)',37.5753964,127.0248899,신세대,0,0,0
2871,화양동,서울특별시 광진구 동일로22길 57 (화양동),37.5417859,127.0674606,쿨,0,0,0
2885,구의동,서울특별시 광진구 구의로 17 (구의동),37.5394552,127.0892851,아하노래방,0,0,0
2562,한남동,서울특별시 용산구 대사관로 73 (한남동),37.5333832,127.0061685,로데오노래연습장,0,0,0
2461,북창동,서울특별시 중구 남대문로1길 26 (북창동),37.5622021,126.977548,동큐,0,0,0
2938,능동,서울특별시 광진구 능동로36길 13 (능동지하1층)',37.5562581,127.0799409,쉬리 노래연습장,0,0,1
11424,충무로2가,서울특별시 중구 명동8가길 7 (충무로2가지하1층)',37.5617661,126.9854139,루키,0,0,1
5453,구로동,서울특별시 구로구 새말로 18-29 (구로동지층)',37.5018359,126.8832006,에이비씨노래연습장,0,0,0
938,공항동,서울특별시 강서구 공항대로 32  (공항동),37.5610338,126.8107236,스카이노래연습장,0,0,0
10576,목동,서울특별시 양천구 목동중앙본로 36 (목동목동프라자 201호 2층),37.5395782,126.8693415,씽씽노래연습장,0,0,0
5005,신월동,서울특별시 양천구 남부순환로70길 19 (신월동),37.5214811,126.8347626,수 노래연습장,0,0,0
10524,신월동,서울특별시 양천구 신월로 124 (신월동지하1층)',37.5162454,126.8377694,신나네노래연습장,0,0,0
1473,화양동,서울특별시 광진구 능동로19길 7 (화양동),37.5469217,127.0733741,S.B.S,5,1,0
