,지번주소,도로명주소,위도,경도,사업장명,kakao_star,kakao_star_nums,kakao_blog_review
4865,합정동,서울특별시 마포구 월드컵로3길 31 지하1층 (합정동),37.5502124,126.9110497,보리노래연습장,0,0,0
5999,양평동4가,서울특별시 영등포구 양평로 93 지하1층 (양평동4가 양화빌딩)',37.5362182,126.8967565,파티파티노래연습장,0,0,0
7568,천호동,서울특별시 강동구 구천면로34길 48 (천호동),37.5423907,127.1338259,스카이노래연습장,0,0,0
10715,대림동,서울특별시 영등포구 도림천로 367 (대림동),37.492115,126.8960305,파티노래연습장,0,0,0
9193,서교동,서울특별시 마포구 와우산로21길 36 2.3층 (서교동)',37.5524767,126.9219826,Intro S 코인노래연습장,0,0,0
1049,공항동,서울특별시 강서구 공항대로 24 지층 (공항동)',37.561178,126.8099671,라이브 노래연습장,0,0,0
641,수유동,서울특별시 강북구 도봉로 379 2층 (수유동)',37.6410324,127.0284696,샤인노래연습장,0,0,0
10647,목동,서울특별시 양천구 목동동로 385 지1층 (목동 벽산미라지타워)',37.5359057,126.8795012,세븐스타코인노래연습장 목동점,0,0,1
4158,방학동,서울특별시 도봉구 방학로5길 10 (방학동지1층),37.6623196,127.0374171,지구노래연습장,0,0,0
1094,등촌동,서울특별시 강서구 화곡로63길 129 2층 (등촌동)',37.5587819,126.845967,엔젤스코인노래연습장,4.9,19,0
5509,구로동,서울특별시 구로구 구로동로18길 34 (구로동지층)',37.4876951,126.886327,수석노래연습장,0,0,0
10141,석촌동,서울특별시 송파구 삼학사로 72 지층 (석촌동)',37.5037443,127.0973468,빙고노래연습장,0,0,0
9280,홍제동,서울특별시 서대문구 통일로 470 (홍제동지층)',37.5903506,126.9428405,휘노래연습장,0,0,0
10706,도림동,서울특별시 영등포구 도영로 19 (도림동지하1층)',37.5085339,126.8955281,타이타닉,0,0,0
78,신사동,서울특별시 강남구 압구정로28길 21 지하1층 (신사동)',37.5250836,127.0278765,두드락노래연습장,4.5,2,0
8185,월계동,서울특별시 노원구 월계로 335 지층 (월계동 해성태권도체육관)',37.6291761,127.0578385,썬,0,0,0
9098,도화동,서울특별시 마포구 토정로37길 46 지하1층 27호 (도화동 정우빌딩)',37.5426083,126.9473125,번개 노래연습장,0,0,0
3835,수유동,서울특별시 강북구 노해로 20  (수유동3층)',37.6372621,127.0231667,킹노래연습장,0,0,0
6706,서초동,서울특별시 서초구 효령로52길 1  (서초동),37.4841375,127.0128439,알프스,0,0,0
740,미아동,서울특별시 강북구 솔매로46길 14 2층 (미아동)',37.6254715,127.0256091,로얄노래연습장,0,0,0
8193,하계동,서울특별시 노원구 공릉로58가길 12 지층 (하계동 경동약국)',37.6361173,127.072978,우리,3.5,2,0
8470,방학동,서울특별시 도봉구 도당로 122 (방학동지1층)',37.6671061,127.0398628,태평양노래연습장,0,0,0
11576,면목동,서울특별시 중랑구 면목로 373 (면목동),37.5853475,127.0882281,힐링노래연습장,0,0,0
5357,화곡동,서울특별시 강서구 화곡로 130 지층 (화곡동 동원빌딩)',37.5402385,126.8362032,골드노래연습장,0,0,0
2014,가리봉동,서울특별시 구로구 우마길 10 (가리봉동),37.4819728,126.887704,명품노래연습장,0,0,0
5498,구로동,서울특별시 구로구 구로동로26길 121  (구로동지층)',37.4900211,126.8907967,짱구 노래연습장,0,0,0
9494,방배동,서울특별시 서초구 방배중앙로 138 (방배동),37.4913411,126.9871336,파티파티노래연습장,0,0,0
2807,자양동,서울특별시 광진구 뚝섬로 514 (자양동),37.5354649,127.0673038,와와노래연습장,0,0,0
7704,성내동,서울특별시 강동구 양재대로89가길 42 지층 (성내동)',37.5247842,127.1341068,땡겨노래연습장,0,0,0
5662,가리봉동,서울특별시 구로구 구로동로 12 (가리봉동),37.4828531,126.887365,신선노래연습장,0,0,0
1223,봉천동,서울특별시 관악구 은천로 27 지상4층 (봉천동),37.4863999,126.9385803,소나타,5,1,0
10539,신월동,서울특별시 양천구 월정로 57 (신월동),37.5246677,126.8414209,훼밀리노래연습장,0,0,0
2576,성수동2가,서울특별시 성동구 아차산로7길 4 지하1층 (성수동2가)',37.5455846,127.0543956,대박노래연습장,0,0,0
2426,신당동,서울특별시 중구 다산로33가길 26 (신당동지하1층)',37.5633039,127.0146122,오디션노래연습장,0,0,0
6624,잠원동,서울특별시 서초구 신반포로 205  (잠원동반포쇼핑타운6동 지하1011)',37.5070249,127.0064782,모아,0,0,0
2020,가리봉동,서울특별시 구로구 우마길 23 지층 (가리봉동)',37.4809167,126.8888566,키스노래연습장,0,0,0
7059,역삼동,서울특별시 강남구 강남대로 364 미왕빌딩 지하2층 (역삼동)',37.4955498,127.0292939,뮤직이너스 노래연습장,5,3,0
5011,목동,서울특별시 양천구 목동중앙북로7가길 60 202호 (목동),37.5500361,126.8644217,뮤노래연습장,2.5,4,0
11128,대조동,서울특별시 은평구 통일로 747 (대조동),37.61186,126.9282529,빅스타노래방,0,0,0
2502,서계동,서울특별시 용산구 만리재로 134 지층 (서계동)',37.5513395,126.9625769,HOLLYWOOD,0,0,1
8496,방학동,서울특별시 도봉구 도당로 92 (방학동2층)',37.6654915,127.0371899,별노래연습장,0,0,0
4405,상계동,서울특별시 노원구 상계로 96-0 (상계동),37.656646,127.0655682,로또,2.4,19,15
2410,관철동,서울특별시 종로구 우정국로2길 42 지하1층 (관철동)',37.5694331,126.9854047,고래고래코인노래연습장,2,2,0
3370,망우동,서울특별시 중랑구 망우로71길 16 (망우동),37.6011251,127.1022286,쉼터노래연습장,0,0,0
1863,온수동,서울특별시 구로구 경인로3길 77 (온수동(지층))',37.4917335,126.8235519,질러노래연습장,0,0,0
3152,전농동,서울특별시 동대문구 서울시립대로 55 2층 (전농동)',37.5763668,127.0475708,딩동댕,0,0,0
6417,신림동,서울특별시 관악구 신림로29길 8 (신림동),37.4754742,126.9321206,웰빙노래연습장,0,0,0
217,신사동,서울특별시 강남구 압구정로54길 4 지하1층 (신사동),37.5277141,127.0395167,쏭 노래연습장,5,4,2
2901,중곡동,서울특별시 광진구 천호대로 647 (중곡동),37.5532471,127.0895583,쿨,0,0,0
6141,대림동,서울특별시 영등포구 도림로38길 6 (대림동),37.4925607,126.897301,노다지 노래연습장,0,0,0
9355,양재동,서울특별시 서초구 남부순환로356길 26 (양재동),37.4837315,127.0379194,코러스코인노래연습장,4.3,7,2
5469,오류동,서울특별시 구로구 오류로8길 85 (오류동지층)',37.4931308,126.8447226,명성노래연습장,0,0,0
2649,금호동1가,서울특별시 성동구 금호로 158-1  (금호동1가),37.5549848,127.0202285,스타노래연습실,0,0,0
11147,응암동,서울특별시 은평구 응암로 286 (응암동 성림빌딩),37.5969911,126.9200792,성림노래연습장,0,0,0
6754,양재동,서울특별시 서초구 매헌로 23 (양재동),37.4632194,127.0351895,도레미노래연습장,0,0,0
6964,일원동,서울특별시 강남구 양재대로35길 6 지하1층 (일원동)',37.4900895,127.0836949,허브 노래연습장,0,0,0
10872,양평동4가,서울특별시 영등포구 선유로49길 29  (양평동4가지하1층)',37.5368499,126.8944803,궁노래연습장,0,0,0
7998,관철동,서울특별시 종로구 삼일대로 391 4층 (관철동),37.5694896,126.9873981,뮤직파워노래연습장,1,2,0
9477,방배동,서울특별시 서초구 효령로31길 48  (방배동),37.4833541,126.9957149,실버노래연습장,0,0,0
10525,목동,서울특별시 양천구 목동동로 264 (목동지하1층),37.5256525,126.8751612,성원노래연습장,0,0,0
9612,방배동,서울특별시 서초구 방배로13길 7 지하1층 (방배동)',37.48297,126.9959656,악쓰는하마코인노래연습장,5,1,0
789,미아동,서울특별시 강북구 도봉로 45 숭인시장 3층 308호 (미아동)',37.6131312,127.029462,아지트코인 노래연습장,2,1,3
1887,가리봉동,서울특별시 구로구 남부순환로105길 134 (가리봉동(2층))',37.4821851,126.8867451,쿨노래연습장,0,0,0
6847,대치동,서울특별시 강남구 남부순환로 2933 지하1층 (대치동 대치상가)',37.4939352,127.0610543,신바람 노래연습장,0,0,0
11411,신당동,서울특별시 중구 다산로44길 56  (신당동지하1층)',37.5650328,127.0201147,신바람,0,0,0
9225,홍제동,서울특별시 서대문구 세무서길 12 (홍제동지하)',37.588526,126.9456599,와,0,0,0
3069,이문동,서울특별시 동대문구 휘경로2길 5-2 지하1층 (이문동)',37.5956415,127.0611001,오케바리붕붕,0,0,0
9523,양재동,서울특별시 서초구 남부순환로350길 21  (양재동),37.4838543,127.0360594,사운드노래연습장,0,0,0
9737,금호동2가,서울특별시 성동구 무수막길 94 (금호동2가),37.5540822,127.0201548,신금호 노래연습장,0,0,0
2367,창신동,서울특별시 종로구 종로 309-3  (창신동),37.5723377,127.0120408,한일노래방,0,0,0
1704,자양동,서울특별시 광진구 아차산로 370 지하1층 (자양동)',37.5364461,127.08403,빈티지 코인 노래연습장,0,0,3
8694,이문동,서울특별시 동대문구 휘경로2길 5-2 지하1층 (이문동)',37.5956415,127.0611001,오케바리붕붕,0,0,0
6020,영등포동,서울특별시 영등포구 영신로19길 7  (영등포동),37.5142548,126.9069185,롯데,3,33,83
5511,신도림동,서울특별시 구로구 신도림로11길 39 (신도림동지층)',37.5091668,126.8784878,딴따라노래연습장,0,0,0
6597,방배동,서울특별시 서초구 방배천로 5-2 지하1층 (방배동)',37.4773425,126.9822925,다모아노래연습장,0,0,0
5419,구로동,서울특별시 구로구 새말로16길 30 (구로동 지층)',37.5043026,126.8908635,럭셔리노래연습장,0,0,0
7848,불광동,서울특별시 은평구 불광로 78 (불광동),37.6138338,126.9322495,CF노래연습장,0,0,0
8006,화곡동,서울특별시 강서구 화곡로 141 지층 (화곡동),37.5410572,126.837385,빙고노래연습장,0,0,0
8569,쌍문동,서울특별시 도봉구 도봉로 463-1  (쌍문동2층)',37.6473364,127.0335102,스피드노래연습장,0,0,0
6396,신림동,서울특별시 관악구 신림로 329 4층 (신림동)',37.4836859,126.9294523,1.2.3,0,0,0
376,명일동,서울특별시 강동구 양재대로 1626 지층 (명일동)',37.5506521,127.1443104,SBS노래연습장,0,0,0
10452,신정동,서울특별시 양천구 중앙로46길 7 (신정동지하1층),37.5222131,126.852974,로또노래연습장,0,0,0
10194,문정동,서울특별시 송파구 새말로8길 21 (문정동),37.4808983,127.1268737,춘자,0,0,0
3500,면목동,서울특별시 중랑구 면목로49길 6 (면목동),37.5827944,127.0882161,무지개노래연습장,0,0,0
4883,염리동,서울특별시 마포구 숭문길 186 지하1층 (염리동)',37.5546864,126.9466612,모닥불 노래연습장,0,0,0
2298,고덕동,서울특별시 강동구 동남로81길 34 (고덕동),37.5601812,127.1548455,팡팡노래방,0,0,0
5765,가산동,서울특별시 금천구 벚꽃로 298 지1층 비101호 (가산동 대륭포스트타워6차)',37.4814002,126.8837813,오페라,0,0,0
4215,상계동,서울특별시 노원구 상계로5길 12 지층 (상계동 동양메이저아파트상가),37.6577059,127.0635679,도깨비,3,2,10
6769,서초동,서울특별시 서초구 서초대로52길 18 지하1층 (서초동)',37.4928918,127.014408,팡팡노래연습장,0,0,0
11188,응암동,서울특별시 은평구 응암로22길 5 (응암동),37.5938971,126.9188455,아싸노래연습장,0,0,0
856,방화동,서울특별시 강서구 방화동로 72 지층 (방화동),37.5668649,126.8128758,신바람노래연습장,0,0,0
8346,중계동,서울특별시 노원구 덕릉로83길 6 2층 (중계동)',37.6600171,127.0750501,MS 노래연습장,0,0,0
3345,묵동,서울특별시 중랑구 공릉로 59 (묵동),37.6160215,127.0791194,샤방샤방노래연습장,0,0,0
10163,가락동,서울특별시 송파구 오금로36길 71 시우빌딩 지층 (가락동),37.4981889,127.1211185,해운대노래연습장,0,0,0
3877,수유동,서울특별시 강북구 도봉로87길 7 3층 (수유동)',37.6381851,127.0250664,터보노래연습장,0,0,0
4811,망원동,서울특별시 마포구 월드컵로 133 2층 (망원동)',37.5598517,126.9063944,궁전 노래연습장,0,0,0
9396,방배동,서울특별시 서초구 방배천로 5-3  (방배동(지하1층))',37.4770623,126.9822612,2030노래방,0,0,0
10026,문정동,서울특별시 송파구 동남로 132  (문정동),37.4909602,127.1257406,스카이,0,0,9
5431,구로동,서울특별시 구로구 구로동로 222 (구로동2층)',37.4983192,126.8827453,노곤륜 노래연습장,0,0,0
10496,신정동,서울특별시 양천구 중앙로 269 (신정동지하1층),37.5204596,126.8525154,히트노래방,0,0,0
5737,독산동,서울특별시 금천구 독산로 195 지상2층 (독산동)',37.4643424,126.9027245,킹카 노래연습장,0,0,0
6406,신림동,서울특별시 관악구 난곡로 288 지하1층 (신림동 남진빌딩)',37.4796842,126.915171,팡팡,3.8,4,26
4772,망원동,서울특별시 마포구 월드컵로 95 지하1층 (망원동)',37.5571619,126.9087718,짱 노래연습장,0,0,0
8353,월계동,서울특별시 노원구 석계로 4 (월계동),37.615381,127.0647912,악쓰는하마 코인 노래연습장,1,1,0
5032,신월동,서울특별시 양천구 월정로 57 (신월동),37.5246677,126.8414209,훼밀리노래연습장,0,0,0
2557,보광동,서울특별시 용산구 보광로24길 12 (보광동 보광회관)',37.5284177,126.9997741,신바람,0,0,0
5830,시흥동,서울특별시 금천구 시흥대로41길 3  (시흥동),37.4476024,126.9026876,짱,1.5,4,4
7602,천호동,서울특별시 강동구 올림픽로 653 지하1층 (천호동)',37.5399341,127.1235095,오투,0,0,0
6192,신대방동,서울특별시 동작구 신대방길 116 (신대방동지층)',37.4905399,126.9083138,골드노래연습장,0,0,0
4391,목동,서울특별시 양천구 목동중앙북로7길 10 (목동지하1층),37.5483755,126.8673611,MBC노래방,0,0,0
8961,신대방동,서울특별시 동작구 보라매로5길 51  (신대방동롯데타워 201호202호)',37.490942,126.9232711,파크 노래연습장,0,0,0
7838,목동,서울특별시 양천구 목동중앙북로 25 (목동),37.5483522,126.8663573,테크노노래연습장,0,0,0
5574,고척동,서울특별시 구로구 고척로 144 (고척동),37.5026787,126.8499827,수노래연습장,1,1,0
7631,명일동,서울특별시 강동구 양재대로 1631 지층 (명일동)',37.5512462,127.1437839,파랑새노래연습장,0,0,0
6767,반포동,서울특별시 서초구 강남대로 547 (반포동지하1층)',37.5106493,127.0210456,명품노래연습장,0,0,0
11795,중화동,서울특별시 중랑구 중랑역로 16 지하1층 (중화동),37.5956164,127.0765403,썸노래연습장,0,0,0
11166,갈현동,서울특별시 은평구 서오릉로 216 (갈현동),37.6145648,126.9100739,가자노래연습장,0,0,0
1641,군자동,서울특별시 광진구 광나루로 381 (군자동),37.5480786,127.0722045,가야,0,0,0
6756,방배동,서울특별시 서초구 서초대로 95 (방배동),37.4876381,126.9926447,와 노래연습장,0,0,0
2692,하왕십리동,서울특별시 성동구 무학봉길 97  (하왕십리동),37.5627603,127.032224,킹 노래연습장,0,0,0
6032,대림동,서울특별시 영등포구 대림로 188 (대림동),37.4977453,126.8990479,25시 노래연습장,0,0,0
4412,상계동,서울특별시 노원구 한글비석로23길 34 2층 (상계동)',37.659394,127.0709732,황금 노래연습장,0,0,0
7399,방이동,서울특별시 송파구 오금로11길 22 지층 (방이동),37.5147856,127.1096733,럭셔리,0,0,0
7699,상일동,서울특별시 강동구 상일로 31-1 (상일동),37.5499406,127.1727626,짱노래연습장,0,0,0
4414,당산동3가,서울특별시 영등포구 당산로32길 1-15 지하1층 (당산동3가),37.527172,126.8972857,코인박스,2.3,3,1
4132,창동,서울특별시 도봉구 도봉로 464  (창동2층)',37.6470028,127.0342088,쿨 노래연습장,0,0,0
5157,화곡동,서울특별시 강서구 강서로45가길 19 (화곡동지층)',37.5471155,126.8356864,빙고노래연습장,0,0,0
1324,신림동,서울특별시 관악구 신림로 305 지하1층 (신림동)',37.4816299,126.9297391,샛별노래연습장,0,0,0
4302,상계동,서울특별시 노원구 상계로 51 202호 (상계동 노원프라자빌딩)',37.6559935,127.0608623,프라자노래연습장,0,0,0
10171,거여동,서울특별시 송파구 거마로2길 3 지하1층 (거여동)',37.493554,127.1451269,산들,0,0,0
450,길동,서울특별시 강동구 양재대로 1504 C동 지층 (길동)',37.5399368,127.1410979,갤럭시,0,0,0
5656,증산동,서울특별시 은평구 증산로 361 (증산동),37.5885817,126.9127395,참노래연습장,0,0,0
8168,공릉동,서울특별시 노원구 공릉로 115-1 지층 (공릉동)',37.6207015,127.0780099,우정,2,4,0
6481,신림동,서울특별시 관악구 신원로1길 2 (신림동),37.480241,126.9277837,스타,0,0,0
2028,신도림동,서울특별시 구로구 경인로67길 23 101동 B102호 (신도림동 신도림2차푸르지오),37.5105879,126.8894776,퀸비코인노래연습장 신도림역점,0,0,0
10009,송파동,서울특별시 송파구 가락로30길 14  (송파동),37.5065884,127.117767,썬,0,0,0
4598,개봉동,서울특별시 구로구 개봉로 8 (개봉동3층),37.4863579,126.8568556,K4노바노래연습장,0,0,0
11028,용문동,서울특별시 용산구 새창로14길 22 (용문동),37.5384943,126.9587316,열창,5,1,0
3164,전농동,서울특별시 동대문구 전농로 130 (전농동),37.5764791,127.0579372,딩동댕 노래연습장,0,0,0
1301,신림동,서울특별시 관악구 신림동5길 49 (신림동),37.4850491,126.9278816,돌고래 노래연습장,0,0,0
6953,도곡동,서울특별시 강남구 논현로38길 46 지하1층 (도곡동)',37.485695,127.0454146,썬 노래연습장,0,0,0
7632,상일동,서울특별시 강동구 상일로 39-11 (상일동),37.5504833,127.17193,둥지노래방,0,0,0
1278,봉천동,서울특별시 관악구 봉천로 446 (봉천동),37.4822689,126.9493671,우리노래연습장,0,0,0
5062,신월동,서울특별시 양천구 가로공원로 124 (신월동 지하1층)',37.5358238,126.8298062,수수노래연습장,0,0,0
9928,하월곡동,서울특별시 성북구 화랑로13길 10 (하월곡동),37.6038977,127.0427576,빈티지코인 노래연습장,0,0,0
2251,잠실동,서울특별시 송파구 백제고분로9길 37 지층 (잠실동),37.5099308,127.0832806,애플,0,1,0
11453,회현동1가,서울특별시 중구 퇴계로8길 10 (회현동1가),37.5589106,126.9798624,호박 노래연습장,0,0,0
8123,방학동,서울특별시 도봉구 도당로 142 (방학동),37.6670385,127.0420187,KBS노래연습장,0,0,0
36,개포동,서울특별시 강남구 선릉로6길 8 지하층 (개포동)',37.4825611,127.0617028,싸이 노래연습장,0,0,0
1044,화곡동,서울특별시 강서구 까치산로27길 18 (화곡동지층 (까치산로27길18))',37.5519991,126.8517497,J노래연습장,0,0,0
1196,봉천동,서울특별시 관악구 양녕로 13 (봉천동),37.4832657,126.9463088,라이브,5,1,0
3889,수유동,서울특별시 강북구 한천로139나길 7  (수유동),37.6391852,127.025082,꽃,3,4,0
11566,신내동,서울특별시 중랑구 신내로 56-1 (신내동),37.6042499,127.0957044,악쓰는하마노래연습장,0,0,0
302,둔촌동,서울특별시 강동구 진황도로 178 (둔촌동),37.5303545,127.1424586,전국노래연습장,0,0,0
10174,가락동,서울특별시 송파구 송파대로 278 (가락동),37.4942892,127.1177511,조은,0,0,0
7792,잠실동,서울특별시 송파구 백제고분로7길 28-13 (잠실동),37.5101352,127.0823248,선수입장 노래연습장,0,0,0
11152,응암동,서울특별시 은평구 은평로 150 (응암동),37.6006418,126.9243821,킹노래연습장,0,0,0
10572,목동,서울특별시 양천구 목동중앙서로 6 (목동),37.5323742,126.8645493,용가리노래연습장,0,0,0
6099,대림동,서울특별시 영등포구 도림로41길 15 (대림동 지하1층 우측)',37.4952712,126.8976541,수정노래연습장,0,0,0
5311,마곡동,서울특별시 강서구 양천로 344 마곡센트럴대방디엠시티오피스텔 2층 207호 (마곡동)',37.568266,126.8403595,대방코인노래연습장,0,0,0
5485,고척동,서울특별시 구로구 경인로 373 (고척동(지층))',37.4969239,126.8619052,엠노래연습장,0,0,0
10996,대림동,서울특별시 영등포구 디지털로 343 B02호 (대림동),37.488756,126.8989114,888노래연습장,0,0,0
10676,신길동,서울특별시 영등포구 신길로 108 (신길동),37.5015704,126.9111173,대지,5,1,0
6456,신림동,서울특별시 관악구 미성3길 4 지하1층 (신림동)',37.4741936,126.9162584,MBC,0,0,0
3375,상봉동,서울특별시 중랑구 망우로42길 25 (상봉동지하)',37.594414,127.0832809,행운노래연습장,0,0,0
1413,봉천동,서울특별시 관악구 남부순환로 1711 지1층 (봉천동)',37.4832101,126.9405021,코캉스코인노래연습장,5,10,0
8097,천호동,서울특별시 강동구 진황도로 15 (천호동),37.5396937,127.1293237,월드노래방,0,0,0
9829,하월곡동,서울특별시 성북구 종암로 176 지1층 (하월곡동)',37.6056327,127.0317522,퀸 노래연습장,0,0,0
6381,신림동,서울특별시 관악구 신원로 13 지하1층 (신림동)',37.4804887,126.9277155,월드컵,0,0,0
6681,서초동,서울특별시 서초구 서초중앙로22길 34 (서초동지하1층)',37.4931581,127.0158,뮤즈노래연습장,0,0,0
3989,쌍문동,서울특별시 도봉구 도봉로133길 9 (쌍문동지1층)',37.6573005,127.0391076,MBC 노래연습장,0,0,0
10866,대림동,서울특별시 영등포구 도림로31길 22 (대림동2층)',37.4942816,126.8951905,궁노래연습장,0,0,0
8032,휘경동,서울특별시 동대문구 망우로 78 지하1층 (휘경동),37.5897637,127.0620255,KBS,0,0,0
1632,자양동,서울특별시 광진구 아차산로 218 (자양동지하1층)',37.5407919,127.0674105,하트노래연습장,0,0,0
4460,갈현동,서울특별시 은평구 연서로29길 17-3 (갈현동),37.6189671,126.9185113,스타노래연습장,0,0,0
9655,성수동2가,서울특별시 성동구 성수이로 50 (성수동2가),37.5395594,127.0553356,하얀노래방,0,0,0
1646,중곡동,서울특별시 광진구 긴고랑로 48 (중곡동지하1층)',37.562419,127.0814534,아라,0,0,0
10435,목동,서울특별시 양천구 목동중앙서로 10 (목동지하1층)',37.5324242,126.8648501,메들리노래연습장,0,0,0
8938,사당동,서울특별시 동작구 동작대로27길 20-6 (사당동(지하1층))',37.4878372,126.9808985,허브 노래연습장,0,0,0
7644,길동,서울특별시 강동구 양재대로 1504 C동 지층 (길동)',37.5399368,127.1410979,갤럭시,0,0,0
5207,화곡동,서울특별시 강서구 강서로5나길 21 지층 (화곡동)',37.5284243,126.8470978,귀빈노래연습장,0,0,0
400,성내동,서울특별시 강동구 풍성로 215 지층 (성내동)',37.5291767,127.1357637,짱노래연습장,0,0,0
3708,수유동,서울특별시 강북구 한천로 1040 지층 1호 (수유동)',37.6403516,127.0267005,쉬리 노래연습장,1,1,0
313,길동,서울특별시 강동구 천중로 203 지층 (길동)',37.5410621,127.1427645,SBS노래연습장,0,0,0
8909,대방동,서울특별시 동작구 여의대방로24가길 16 (대방동),37.4990212,126.9211895,소리샘노래연습장,0,0,0
307,길동,서울특별시 강동구 양재대로124길 65 (길동),37.5424753,127.145757,만남노래연습장,0,0,0
5425,구로동,서울특별시 구로구 새말로 18 (구로동(지층))',37.5019944,126.8831468,피터팬노래연습장,0,0,0
8810,회기동,서울특별시 동대문구 회기로 143 3층 (회기동)',37.5917349,127.052477,질러질러,0,0,0
7303,문정동,서울특별시 송파구 새말로 157 (문정동),37.4848945,127.1307187,해피데이,0,0,0
5275,화곡동,서울특별시 강서구 가로공원로 186 지층 (화곡동)',37.5368621,126.8366942,다온 노래연습장,0,0,0
540,수유동,서울특별시 강북구 도봉로97길 45  (수유동지하)',37.64271,127.0270187,다정노래연습장,0,0,0
1427,중곡동,서울특별시 광진구 용마산로 44 지하1층 (중곡동)',37.5574724,127.0882668,세븐스타,5,1,0
11215,불광동,서울특별시 은평구 통일로 858 (불광동),37.6196853,126.9209971,와와노래연습장,0,0,0
458,길동,서울특별시 강동구 양재대로 1470 지하1층 (길동)',37.5370179,127.1399369,스타노래연습장,0,0,0
1422,구의동,서울특별시 광진구 아차산로49길 11  (구의동),37.5374017,127.0844769,스타노래방,0,0,0
7111,송파동,서울특별시 송파구 백제고분로41길 16 지층 (송파동),37.5074938,127.1079299,SBS 노래연습장,0,0,0
8761,답십리동,서울특별시 동대문구 답십리로 233 지하1층 (답십리동)',37.5729841,127.0661177,터보2,0,0,0
583,미아동,서울특별시 강북구 도봉로 40 (미아동6층)',37.6125873,127.0304487,스카이노래방,0,0,0
10079,가락동,서울특별시 송파구 중대로9길 62  (가락동),37.4977641,127.1203593,야화,5,1,3
2,삼성동,서울특별시 강남구 삼성로92길 27 2층 (삼성동)',37.5083801,127.0585572,더불러 노래연습장,0,0,0
8437,방학동,서울특별시 도봉구 방학로 130 (방학동),37.6630705,127.0378305,궁전노래연습장,0,0,0
6226,노량진동,서울특별시 동작구 노량진로8길 40  (노량진동지층)',37.5124246,126.9374586,파티파티노래연습장,0,0,0
2637,성수동2가,서울특별시 성동구 성덕정17길 4-10 (성수동2가),37.5374463,127.0556621,뚝섬노래방,0,0,0
4336,상계동,서울특별시 노원구 동일로 1551 지층 (상계동 삼전빌딩)',37.6668972,127.056869,소양강,0,0,0
10614,신월동,서울특별시 양천구 가로공원로 171 (신월동지하1층),37.5371327,126.8350378,24시 노래연습장,0,0,0
7110,마천동,서울특별시 송파구 마천로41길 15 (마천동),37.4973126,127.1493917,21세기,0,0,0
1780,개봉동,서울특별시 구로구 개봉로3길 6 (개봉동(3층))',37.4865267,126.8558845,영상시티노래연습장,0,0,0
517,우이동,서울특별시 강북구 삼양로 587 2층 (우이동)',37.6553273,127.012931,태양노래방,0,0,0
4477,서초동,서울특별시 서초구 서초대로50길 76 (서초동(지상2층)),37.4898193,127.0135659,웰빙노래연습장,0,0,0
11100,응암동,서울특별시 은평구 응암로13길 8 2층 (응암동)',37.589767,126.9162227,투데이투노래연습장,0,0,0
4915,도화동,서울특별시 마포구 삼개로3길 6 지하1층 (도화동)',37.5386487,126.9477396,발리 노래연습장,5,1,0
11400,북창동,서울특별시 중구 남대문로1길 26 (북창동),37.5622021,126.977548,동큐,0,0,0
5125,마곡동,서울특별시 강서구 강서로 375 지층 (마곡동)',37.5591316,126.8381019,마곡노래연습장,0,0,0
702,번동,서울특별시 강북구 도봉로98길 56 지1층 (번동),37.6408891,127.0327336,우이천노래연습장,0,0,0
7807,상계동,서울특별시 노원구 상계로3길 38-2 지층 (상계동),37.6578721,127.0627373,팡팡,0,0,0
5228,방화동,서울특별시 강서구 양천로14길 13-5 지층 (방화동 문화빌딩)',37.5725728,126.8104718,올레노래연습장,0,0,0
4610,창천동,서울특별시 서대문구 명물길 24 (창천동),37.5578041,126.9381557,더 스타 노래연습장,0,0,0
1487,화양동,서울특별시 광진구 동일로22길 71 지하층 (화양동)',37.5415045,127.0682153,영해노래방,1,2,0
10450,신정동,서울특별시 양천구 중앙로 268-1 (신정동),37.5203356,126.8531377,소양강노래연습장,0,0,0
5371,화곡동,서울특별시 강서구 화곡로42가길 9  (화곡동지층)',37.5461636,126.8458341,아싸노래방,0,0,0
11198,갈현동,서울특별시 은평구 통일로87길 16 (갈현동),37.6235831,126.9180598,도레미노래연습장,0,0,0
7220,가락동,서울특별시 송파구 중대로9길 23 2층 (가락동)',37.4952044,127.1187831,강추노래연습장,0,0,0
263,길동,서울특별시 강동구 진황도로 103 3층 (길동)',37.5357169,127.1378805,현대노래방,0,0,0
6074,대림동,서울특별시 영등포구 디지털로 410 (대림동),37.4929265,126.9040652,명성노래연습장,0,0,0
1125,신림동,서울특별시 관악구 조원로4길 25 (신림동),37.4824268,126.9051218,엑스포,2.3,3,0
4743,연남동,서울특별시 마포구 성미산로 199 지하1층 (연남동)',37.5625158,126.9271266,씨티 노래연습장,0,0,0
6378,남현동,서울특별시 관악구 남부순환로 2060 (남현동),37.4763843,126.9775264,앵콜,0,0,0
6627,신원동,서울특별시 서초구 청계산로 189 (신원동),37.4483161,127.0553844,대박노래연습장,0,0,0
4225,월계동,서울특별시 노원구 화랑로 353 지층 (월계동 푸른치과의원)',37.6154682,127.0670015,이오스,0,0,0
989,염창동,서울특별시 강서구 양천로 713 지층 (염창동)',37.5498387,126.8752582,테마노래연습장,0,0,0
8583,방학동,서울특별시 도봉구 도봉로150길 34 (방학동),37.6659291,127.0451045,SBS 노래연습장,0,0,0
