지번주소,도로명주소,사업장명,위도,경도,kakao_star,kakao_star_nums,kakao_blog_review
용두동,서울특별시 동대문구 천호대로 133 (용두동),홈플러스,37.5745621,127.0388087,3,34,19
길동,서울특별시 강동구 양재대로 1486 (길동),홈플러스,37.5383685,127.1405461,2.2,32,66
여의도동,서울특별시 영등포구 여의동로3길 10 (여의도동여의도자이(아) 지하 1층),신세계 이마트 여의도점,37.518272,126.9260954,2.8,26,8
신천동,서울특별시 송파구 올림픽로 300-0 (신천동),롯데하이마트 월드타워점,37.5125702,127.1025625,1.4,16,17
전농동,서울특별시 동대문구 서울시립대로 36 (전농동),전농프라자,37.5745771,127.0469219,0,0,0
구로동,서울특별시 구로구 구로중앙로 134 (구로동),나인스에비뉴,37.4999176,126.8846199,4.3,6,0
마천동,서울특별시 송파구 마천로45길 23 (마천동),마천시장,37.4980805,127.1506963,3.7,7,0
하월곡동,서울특별시 성북구 종암로 167 (하월곡동 동일하이빌뉴시티아파트),이마트 하월곡점,37.6050947,127.0309552,2.9,23,13
잠실동,서울특별시 송파구 올림픽로 212 (잠실동),갤러리아팰리스 아케이드,37.5111896,127.0939713,0,0,0
잠원동,서울특별시 서초구 잠원로 37-6 (잠원동 뉴코아백화점빌딩),뉴코아백화점,37.508366,127.0079896,3.6,99,625
천호동,서울특별시 강동구 양재대로 1571 (천호동),홈플러스 강동점,37.5457146,127.1422553,2.2,32,66
면목동,서울특별시 중랑구 사가정로 332 (면목동),홈플러스,37.5812006,127.0803952,3.6,17,8
자양동,서울특별시 광진구 자양로5길 33 (자양동),프라젠 스파,37.5309805,127.0842251,5,4,0
갈현2동,서울특별시 은평구 서오릉로 222 (갈현동),홈플러스 익스프레스 갈현점,37.6150339,126.9096997,1,2,0
서원동,서울특별시 관악구 신림로 330 (신림동),포도몰,37.4838598,126.9302425,2.3,23,16
문래동3가,서울특별시 영등포구 당산로 34 (문래동3가),로데오 왁,37.5174632,126.8964938,0,0,0
중곡동,서울특별시 광진구 긴고랑로11길 11 (중곡동),중곡제일시장,37.5639069,127.0813292,0,0,2
화곡3동,서울특별시 강서구 강서로 179 (화곡동),롯데쇼핑,37.542479,126.8399242,1,1,0
상계동,서울특별시 노원구 동일로 1701 (상계동 희성오피앙),오피앙,37.6803112,127.0549036,0,0,0
중계동,서울특별시 노원구 중계로 225 (중계동),홈플러스,37.6503861,127.0749986,3.1,20,15
월곡2동,서울특별시 성북구 화랑로 76 (하월곡동 코업스타클래스),홈플러스 월곡점,37.6018543,127.0405332,2.8,24,18
오류2동,서울특별시 구로구 서해안로 2293 (오류동외 2필지),홈플러스 익스프레스 서울오류점,37.491483,126.8397451,0,0,0
신림동,서울특별시 관악구 신림로 340 (신림동),르네상스쇼핑몰,37.4847794,126.930118,3,6,5
중곡4동,서울특별시 광진구 용마산로 10 (중곡동),홈플러스익스프레스 중곡2점,37.5545401,127.0888569,2,3,0
잠실동,서울특별시 송파구 올림픽로4길 40 (잠실동),프리마 쇼핑센타,37.5072292,127.07423,5,3,0
고척동,서울특별시 구로구 경인로43길 42 (고척동 고척산업용품상가),고척산업용품상가,37.4982097,126.8614353,5,1,3
양평동3가,서울특별시 영등포구 선유로 156 (양평동3가),코스트코 홀세일,37.5276673,126.8921856,3.3,89,399
방화동,서울특별시 강서구 방화동로 126 (방화동),삼정프라자,37.571971,126.8119429,0,0,1
구의동,서울특별시 광진구 광나루로56길 63 (구의동),프라임프라자상가,37.5367895,127.096155,0,0,0
염창동,서울특별시 강서구 공항대로59다길 101 (염창동),롯데쇼핑,37.55167,126.868563,0,0,1
성내동,서울특별시 강동구 올림픽로 572 상가동 1층 101102호 (성내동 코오롱 2차아파트),이마트에브리데이 성내점,37.5327003,127.121914,4,4,0
구의동,서울특별시 광진구 강변역로 50 (구의동),동서울터미널상가,37.534538,127.0942004,2.8,65,320
독산동,서울특별시 금천구 두산로 71 (독산동),롯데쇼핑,37.4706228,126.8956736,3,14,41
개포동,서울특별시 강남구 개포로109길 5 (개포동 대청아파트),대치1단지상가,37.493122,127.0738151,0,0,0
성내동,서울특별시 강동구 양재대로89길 16 (성내동),파크프라자 상가,37.5268855,127.1347212,0,0,0
개봉동,서울특별시 구로구 개봉로3길 51 (개봉동),개봉제일시장,37.485985,126.853389,0,0,0
가양동,서울특별시 강서구 양천로 431 (가양동 홈플러스),홈플러스,37.5642641,126.8499602,2.4,29,20
여의도동,서울특별시 영등포구 여의대로 108 (여의도동),THE HYUNDAI SEOUL,37.5259168,126.9283122,3.4,169,440
시흥동,서울특별시 금천구 시흥대로 97 (시흥동 시흥유통상가),시흥산업용재유통센터,37.4438361,126.901495,5,1,2
대림3동,서울특별시 영등포구 대림로 251 (대림동),롯데슈퍼 대림점,37.5030042,126.8960203,4.5,2,1
예지동,서울특별시 종로구 창경궁로 88 (예지동),광장시장,37.5701125,126.9997071,3.2,316,969
방이동,서울특별시 송파구 양재대로 1222 (방이동),올림픽프라자상가,37.515729,127.1310643,1,1,6
신천동,서울특별시 송파구 올림픽로35가길 16 (신천동),홈플러스,37.5162262,127.1030142,1,3,0
광장동,서울특별시 광진구 광나루로 635 (광장동),현대종합상가,37.5400615,127.0978206,0,0,0
길음동,서울특별시 성북구  도봉로  17 (길음동),이마트 미아점,37.6108546,127.0299225,2.5,36,14
숭인동,서울특별시 종로구 난계로27길 51 신설종합시장 숭인동 (숭인동),신설종합시장,37.5726699,127.0203474,0,0,0
불광동,서울특별시 은평구 불광로 90-0 (불광동),대호프라자상가,37.6148717,126.933098,0,0,0
돈암동,서울특별시 성북구 성북로4길 52 (돈암동 한신한진아파트),동소문스카이상가,37.5958787,127.0104756,0,0,0
방화2동,서울특별시 양천로6길 15,롯데쇼핑,37.5720055,126.8077127,0,0,0
봉천동,서울특별시 관악구 관악로 212 (봉천동),관악프라자,37.4836324,126.9551967,0,0,1
논현동,서울특별시 강남구 봉은사로33길 33 (논현동),논현종합시장,37.5100214,127.0347762,0,0,0
독산동,서울특별시 금천구 시흥대로 391 (독산동),삼성테스코,37.4686639,126.8968853,1,2,0
고덕동,서울특별시 강동구 고덕로 353 고덕그라시움아파트(상가1동) 지하1층 108-119128호 (고덕동),지에스 더프레시,37.5571351,127.1645103,1,1,0
수유동,서울특별시 강북구 도봉로 261 (수유동 삼호아파트수유프라자),수유프라자,37.6316819,127.0234924,0,0,0
종로6가,서울특별시 종로구 종로 266 동대문종합시장D동상가  동 (종로6가),동대문종합시장D동상가,37.5706765,127.0073136,0,0,151
반포동,서울특별시 서초구 신반포로 194 (반포동),터미널상가,37.50568,127.0058468,4.3,3,4
공릉동,서울특별시 노원구 공릉로 144 (공릉동 공릉빌딩),롯데쇼핑,37.6226266,127.0795074,0,0,0
월계동,서울특별시 노원구 마들로3길 15 (월계동 월계이마트),이마트타운 월계점,37.6269007,127.061334,0,0,0
잠실동,서울특별시 송파구 올림픽로 240 (잠실동),롯데마트 잠실점,37.5110794,127.0981638,1.1,252,34
봉천동,서울특별시 관악구 남부순환로248길 35 (봉천동),원당종합시장,37.4743798,126.9659002,5,1,0
대조동,서울특별시 은평구 불광로 20 (대조동),팜스퀘어,37.6097656,126.9289116,0,2,0
구로동,서울특별시 구로구 새말로 97 (구로동외 31필지),신도림 테크노마트,37.5070143,126.8902633,2.8,51,77
방학3동,서울특별시 도봉구 방학로 223 (방학동),롯데슈퍼 방학점,37.6613238,127.0275081,1,3,0
방학동,서울특별시 도봉구 도봉로 678 (방학동),홈플러스,37.6648878,127.043666,1.7,15,14
중곡2동,서울특별시 광진구 능동로 314 (중곡동),홈플러스,37.5576164,127.0800538,3.6,17,8
중계동,서울특별시 노원구 노원로 330 (중계동 롯데마트),롯데마트 중계점,37.6468244,127.0709359,4.1,13,38
고척동,서울특별시 구로구 중앙로3길 49 (고척동),동국종합상가,37.4986435,126.8619232,0,0,1
창1동,서울특별시 도봉구 도봉로110길 65 (창동),롯데슈퍼 창동점,37.6464132,127.0371454,0,0,1
대치동,서울특별시 강남구 남부순환로 2917 (대치동),청실종합상가,37.4931523,127.059201,0,0,1
구로동,서울특별시 구로구 구로중앙로 198 (구로동),서울구로기계공구상가,37.504154,126.879538,3,1,1
