지번주소,도로명주소,사업장명,위도,경도,kakao_blog_review,kakao_star,kakao_star_nums,kakao_keyword
신림동,서울특별시 관악구 신원로 10 남영빌딩 지하1층 (신림동),이네이쳐,37.4802852,126.9280858,0,0,0,신림동 이네이쳐
신림동,서울특별시 관악구 신원로 15-1 지하1층 (신림동),풀하우스,37.4808903,126.9275961,0,0,0,신림동 풀하우스
봉천동,서울특별시 관악구 양녕로 58 지하1층 (봉천동),이네이처PC방,37.4873021,126.9470315,0,0,0,봉천동 이네이처PC방
봉천동,서울특별시 관악구 은천로 109 지하1층 (봉천동),앤탑PC방,37.487006,126.9474912,0,0,0,봉천동 앤탑PC방
봉천동,서울특별시 관악구 은천로 109 한독빌딩 지하2층 (봉천동),앤탑PC방,37.487006,126.9474912,0,0,0,봉천동 앤탑PC방
봉천동,서울특별시 관악구 은천로5길 3 1층 102호 (봉천동 우측),블루PC,37.4865388,126.9379986,0,0,0,봉천동 블루PC
봉천동,서울특별시 관악구 인헌6길 9 지하1층 (봉천동),푸룬PC방,37.4738784,126.9662144,0,3,4,봉천동 푸룬PC방
신림동,서울특별시 관악구 조원로2길 16 1층 (신림동),킹 PC,37.4829314,126.9023658,0,0,0,신림동 킹 PC
봉천동,서울특별시 관악구 청룡1길 33 지하1층 (봉천동 관악하우팰리스),더블m PC방,37.4812535,126.9481311,0,0,0,봉천동 더블m PC방
봉천동,서울특별시 관악구 청룡1길 42 지하1층 (봉천동),이스테이션PC방,37.4808785,126.9486064,0,3,2,봉천동 이스테이션PC방
신림동,서울특별시 관악구 호암로24길 12 지하1층 (신림동),PC club,37.4698318,126.9338258,0,0,0,신림동 PC club
신림동,서울특별시 관악구 호암로24길 52 지하1층 (신림동),애플 PC방,37.4693451,126.9360323,0,0,0,신림동 애플 PC방
구의동,서울특별시 광진구 강변역로4길 10 지하층 7~8호 (구의동),싸이버월드,37.5353487,127.093421,0,0,0,구의동 싸이버월드
화양동,서울특별시 광진구 광나루로 418 (화양동),아이센스 PC,37.5463464,127.0757504,0,1,1,화양동 아이센스 PC
구의동,서울특별시 광진구 광나루로 614 (구의동지하1층),제노PC,37.5407975,127.0958444,0,0,0,구의동 제노PC
구의동,서울특별시 광진구 구의로 6 신호빌딩 지하1층 (구의동),엔탑 PC방,37.538498,127.0893593,0,0,0,구의동 엔탑 PC방
구의동,서울특별시 광진구 구의로 9 도원빌딩 지하1층 (구의동),샹떼PC방 구의역점,37.5389532,127.0891361,0,0,0,구의동 샹떼PC방 구의역점
군자동,서울특별시 광진구 군자로 141 2층 (군자동),엔탑 PC방,37.5543159,127.0748428,0,0,0,군자동 엔탑 PC방
화양동,서울특별시 광진구 군자로 43 아스하임 지하1층 (화양동),비원 PC방,37.5471811,127.0701309,1,1.2,13,화양동 비원 PC방
화양동,서울특별시 광진구 군자로 43 아스하임 지하2층 201호 (화양동),앤탑PC방,37.5471811,127.0701309,0,0,0,화양동 앤탑PC방
중곡동,서울특별시 광진구 긴고랑로 17 (중곡동),행운PC,37.5638315,127.0784359,0,0,0,중곡동 행운PC
중곡동,서울특별시 광진구 긴고랑로 52 (중곡동),PC 마루,37.5622585,127.0819244,0,0,0,중곡동 PC 마루
중곡동,서울특별시 광진구 긴고랑로 95 1층 (중곡동),중곡PC방,37.5603346,127.0862692,0,1,1,중곡동 중곡PC방
능동,서울특별시 광진구 능동로 290 (능동 삼일빌딩),엔탑PC방,37.5555794,127.0789874,0,0,0,능동 엔탑PC방
중곡동,서울특별시 광진구 능동로 366 비버리캐슬 지하1층 (중곡동),제우스 PC,37.561834,127.082348,0,3,3,중곡동 제우스 PC
중곡동,서울특별시 광진구 능동로 372 지하1층 (중곡동),나인 PC방,37.5623973,127.0826806,0,0,0,중곡동 나인 PC방
중곡동,서울특별시 광진구 능동로 373 3층 (중곡동),루미너스PC방,37.5627358,127.082286,0,0,0,중곡동 루미너스PC방
중곡동,서울특별시 광진구 능동로37길 6 지하1층 (중곡동),세븐PC,37.5581901,127.0795766,0,0,0,중곡동 세븐PC
군자동,서울특별시 광진구 동일로38길 3 (군자동지하1층),클릭넷,37.5516268,127.0697275,0,0,0,군자동 클릭넷
자양동,서울특별시 광진구 뚝섬로 613 우양빌딩 지하1층 (자양동),맵스 PC방,37.532704,127.0779507,0,0,0,자양동 맵스 PC방
자양동,서울특별시 광진구 뚝섬로 621 2층 (자양동),스타피씨카페&떡볶이스타,37.5324211,127.0787752,0,3,1,자양동 스타피씨카페&떡볶이스타
자양동,서울특별시 광진구 뚝섬로24길 3 지하층 (자양동),둘리PC,37.5362748,127.0637721,0,0,0,자양동 둘리PC
자양동,서울특별시 광진구 뚝섬로59길 81-15 1층 (자양동),황제PC,37.5349347,127.0823918,0,0,0,자양동 황제PC
중곡동,서울특별시 광진구 면목로 104 1층 (중곡동),마카오,37.5628343,127.0797525,18,3,4,중곡동 마카오
중곡동,서울특별시 광진구 면목로 164 (중곡동2층),티라미수,37.5677252,127.0824474,0,0,0,중곡동 티라미수
중곡동,서울특별시 광진구 면목로 173 104호 (중곡동),중곡PC,37.5686133,127.0826195,0,1,1,중곡동 중곡PC
중곡동,서울특별시 광진구 면목로 192 (중곡동2층),고릴라PC방 중곡점,37.5702168,127.0833721,0,1,1,중곡동 고릴라PC방 중곡점
중곡동,서울특별시 광진구 면목로 203 (중곡동),아레나피씨,37.5712213,127.0832433,0,5,1,중곡동 아레나피씨
화양동,서울특별시 광진구 아차산로 229 (화양동 지하1층),포포PC방 건대점,37.5408305,127.0690816,0,1.8,20,화양동 포포PC방 건대점
화양동,서울특별시 광진구 아차산로 241 연한빌딩 b1층 (화양동),비원 건대2호점,37.5405171,127.0701725,1,1.2,13,화양동 비원 건대2호점
자양동,서울특별시 광진구 아차산로 244 지하1층 (자양동),5번 출구 피씨방,37.5397344,127.0702008,1,0,0,자양동 5번 출구 피씨방
자양동,서울특별시 광진구 아차산로 288 지층 (자양동 대흥빌딩),쓰리팝PC방,37.5383778,127.0749197,0,0,0,자양동 쓰리팝PC방
구의동,서울특별시 광진구 아차산로 377 지하1층 (구의동),에코스PC방 구의점,37.5372327,127.0847526,0,0,0,구의동 에코스PC방 구의점
구의동,서울특별시 광진구 아차산로 471 CS PLAZA 지하1층 (구의동),블랙PC,37.5403872,127.0939511,0,4.5,2,구의동 블랙PC
구의동,서울특별시 광진구 아차산로 475 지하1층 (구의동),라이또PC 구의점,37.540627,127.0945544,0,0,0,구의동 라이또PC 구의점
광장동,서울특별시 광진구 아차산로 613 (광장동),더체인지 PC,37.5478309,127.1065137,0,0,0,광장동 더체인지 PC
화양동,서울특별시 광진구 아차산로29길 41 (화양동지하1층),비원,37.5427429,127.0689076,1,1.2,13,화양동 비원
자양동,서울특별시 광진구 아차산로30길 26 지하1층 (자양동),아이닉스PC ,37.5397608,127.0668877,0,3.7,3,자양동 아이닉스PC 
자양동,서울특별시 광진구 아차산로30길 26 지하1층 (자양동),아이닉스PC ,37.5397608,127.0668877,0,3.7,3,자양동 아이닉스PC 
구의동,서울특별시 광진구 아차산로51길 62 2층 (구의동),아이넷 폴리스,37.5397475,127.0850357,0,0,0,구의동 아이넷 폴리스
중곡동,서울특별시 광진구 영화사로 18 2층 (중곡동),라이온,37.5575814,127.0892801,0,0,0,중곡동 라이온
중곡동,서울특별시 광진구 영화사로 62-1 지하1층 (중곡동),오지구지리는PC방,37.5549356,127.0929751,0,1,1,중곡동 오지구지리는PC방
중곡동,서울특별시 광진구 용마산로 40 3층 (중곡동),3 pop PC방,37.5571747,127.0882619,0,1,1,중곡동 3 pop PC방
중곡동,서울특별시 광진구 용마산로 52 2층 (중곡동),중곡PC,37.558338,127.0880144,0,1,1,중곡동 중곡PC
중곡동,서울특별시 광진구 용마산로 58 (중곡동),제노PC방,37.5588067,127.0880246,0,1,1,중곡동 제노PC방
구의동,서울특별시 광진구 자양로 202 2층 (구의동),짬타이거 PC방,37.5453734,127.0858492,1,1,1,구의동 짬타이거 PC방
구의동,서울특별시 광진구 자양로 278 지하2층 (구의동 대운빌딩),아이비스 PC방,37.5506258,127.0914575,0,0,0,구의동 아이비스 PC방
자양동,서울특별시 광진구 자양로 46 (자양동지하1층),아이닉스,37.5321972,127.0859724,0,3.7,3,자양동 아이닉스
자양동,서울특별시 광진구 자양로13길 48 동주빌딩 지층 (자양동),웹팰리스,37.5343305,127.0816758,0,0,0,자양동 웹팰리스
자양동,서울특별시 광진구 자양로13길 99 (자양동),제닉스 아레나 PC,37.532623,127.0801321,0,0,0,자양동 제닉스 아레나 PC
구의동,서울특별시 광진구 자양로18길 59 두례빌딩 2층 (구의동),고스트,37.5383369,127.0868102,0,0,0,구의동 고스트
구의동,서울특별시 광진구 자양로18길 84 지하1층 (구의동),제닉스 아레나,37.5383392,127.0881256,0,0,0,구의동 제닉스 아레나
구의동,서울특별시 광진구 자양로22길 24 (구의동 상우빌딩),엔탑피시방,37.5395025,127.0847639,0,1,2,구의동 엔탑피시방
자양동,서울특별시 광진구 자양번영로 20 (자양동자양빌딩 2층),피에스타PC방,37.5314025,127.0753718,0,0,0,자양동 피에스타PC방
개봉동,서울특별시 구로구 개봉로15길 10 (개봉동2층),멀티 PC방,37.4900503,126.8554769,0,0,0,개봉동 멀티 PC방
개봉동,서울특별시 구로구 개봉로17길 25  (개봉동2층),웹시티 PC방,37.4915149,126.8543414,0,0,0,개봉동 웹시티 PC방
개봉동,서울특별시 구로구 개봉로1나길 1 (개봉동2층),타이거 PC방,37.4837317,126.853778,0,0,0,개봉동 타이거 PC방
개봉동,서울특별시 구로구 개봉로20길 105  (개봉동2층),파워넷,37.4928593,126.8601369,0,5,1,개봉동 파워넷
개봉동,서울특별시 구로구 개봉로3길 13 1층 (개봉동),대박PC,37.4862731,126.8555154,0,0,0,개봉동 대박PC
개봉동,서울특별시 구로구 개봉로3길 40 (개봉동),스타덤PC,37.48642,126.8540549,0,1,1,개봉동 스타덤PC
개봉동,서울특별시 구로구 개봉로6길 5-6 (개봉동),놀토PC방,37.4870917,126.8569088,0,0,0,개봉동 놀토PC방
오류동,서울특별시 구로구 경인로 192 삼익쇼핑 2층 (오류동),대박PC,37.495043,126.8426543,0,0,0,오류동 대박PC
오류동,서울특별시 구로구 경인로 193 상임빌딩 지층 (오류동),B&W PC존,37.4957903,126.8425929,0,0,0,오류동 B&W PC존
오류동,서울특별시 구로구 경인로19길 12 (오류동2층),7,37.4962789,126.8427774,0,0,0,오류동 7
오류동,서울특별시 구로구 경인로20가길 68 104호 (오류동 오류동행복주택),따봉PC,37.4956902,126.8476987,0,0,0,오류동 따봉PC
오류동,서울특별시 구로구 경인로20길 9  (오류동지층),PC존,37.4954672,126.84397,0,0,0,오류동 PC존
개봉동,서울특별시 구로구 경인로33길 63 (개봉동),대박PC,37.5007045,126.8509916,0,0,0,개봉동 대박PC
고척동,서울특별시 구로구 경인로35길 94-1 1층 (고척동),대박PC방,37.500689,126.8525329,0,0,0,고척동 대박PC방
개봉동,서울특별시 구로구 경인로40길 11 영화아파트 (개봉동 영화아파트),피에스타PC방,37.4963739,126.8601696,0,5,1,개봉동 피에스타PC방
개봉동,서울특별시 구로구 경인로40길 12 2층 (개봉동),레아PC,37.4962479,126.8591391,0,0,0,개봉동 레아PC
고척동,서울특별시 구로구 경인로47길 13 (고척동지층),리그PC ,37.5000396,126.8667749,0,4.6,11,고척동 리그PC 
고척동,서울특별시 구로구 경인로47길 23 34층 (고척동),제나두PC방 고척직영점,37.5003906,126.8664026,0,0,0,고척동 제나두PC방 고척직영점
고척동,서울특별시 구로구 경인로47길 26 지층 (고척동),제로백,37.5006501,126.8666191,0,5,1,고척동 제로백
고척동,서울특별시 구로구 경인로47길 52 지하1층 (고척동),잘란PC,37.5014341,126.8655237,0,0,0,고척동 잘란PC
고척동,서울특별시 구로구 경인로47길 96 (고척동),신게임PC방,37.5029827,126.8641443,0,0,0,고척동 신게임PC방
개봉동,서울특별시 구로구 고척로 101 옥영빌딩 2층 (개봉동),3POP,37.5012907,126.8452661,0,1,1,개봉동 3POP
고척동,서울특별시 구로구 고척로 140 지층 (고척동 제일빌딩),PC토랑,37.5023844,126.8496109,0,1,1,고척동 PC토랑
고척동,서울특별시 구로구 고척로 144  (고척동),SKY,37.5026787,126.8499827,219,4.4,42,고척동 SKY
개봉동,서울특별시 구로구 고척로21가길 60  (개봉동),스카이,37.5014424,126.8427793,5,5,4,개봉동 스카이
개봉동,서울특별시 구로구 고척로25길 33-58  (개봉동),사이버넷,37.5034509,126.8460794,0,0,0,개봉동 사이버넷
구로동,서울특별시 구로구 공원로6나길 12 4층 (구로동),이스테이션 PC방,37.5036498,126.8907861,0,1.8,5,구로동 이스테이션 PC방
구로동,서울특별시 구로구 구로동로 179 1층 (구로동),the # PC cafe,37.4944099,126.8825703,0,0,0,구로동 the # PC cafe
구로동,서울특별시 구로구 구로동로 209-1  (구로동지층),로그인PC방,37.4973212,126.8822935,0,0,0,구로동 로그인PC방
구로동,서울특별시 구로구 구로동로 90-0 1층 (구로동),놀토PC방,37.4867872,126.8854447,0,0,0,구로동 놀토PC방
구로동,서울특별시 구로구 구로동로26길 8  301~308호 (구로동),하이넷 PC방,37.4902569,126.8847379,0,0,0,구로동 하이넷 PC방
구로동,서울특별시 구로구 구로동로28길 86  (구로동),바이러스,37.4914204,126.8887776,0,0,0,구로동 바이러스
구로동,서울특별시 구로구 구로동로28길 90 지층 (구로동),라네이즈PC방,37.4915116,126.8889233,0,0,0,구로동 라네이즈PC방
구로동,서울특별시 구로구 구로중앙로 14 (구로동3층),유비트 PC방,37.4916078,126.8922703,0,4.5,2,구로동 유비트 PC방
구로동,서울특별시 구로구 구로중앙로 219  (구로동금호빌딩 3층),고스트캐슬 PC방,37.505304,126.876686,0,0,0,구로동 고스트캐슬 PC방
구로동,서울특별시 구로구 구로중앙로28다길 29  (구로동),인터넷매니아,37.5015425,126.888206,0,0,0,구로동 인터넷매니아
구로동,서울특별시 구로구 구로중앙로28다길 29 (구로동지층),인터넷 매니아,37.5015425,126.888206,0,0,0,구로동 인터넷 매니아
신도림동,서울특별시 구로구 구로중앙로40길 46  (신도림동),유니넷,37.5075552,126.8778685,0,0,0,신도림동 유니넷
구로동,서울특별시 구로구 구일로 154-17 101~105호 (구로동우방상가 지층),수PC방,37.4976057,126.8750031,0,0,0,구로동 수PC방
구로동,서울특별시 구로구 구일로4길 30 신영상가 (구로동),싸이버넷,37.4918818,126.8764581,0,0,0,구로동 싸이버넷
가리봉동,서울특별시 구로구 남부순환로105라길 5 202호 (가리봉동),친구PC방,37.4802626,126.8890453,0,0,0,가리봉동 친구PC방
개봉동,서울특별시 구로구 남부순환로95길 44 (개봉동4층),PC몽,37.4941742,126.8558887,0,0,0,개봉동 PC몽
가리봉동,서울특별시 구로구 디지털로 218  (가리봉동),애플,37.4796988,126.8905722,0,4.8,4,가리봉동 애플
가리봉동,서울특별시 구로구 디지털로 223 2층 (가리봉동),국가대표PC,37.4803051,126.8907262,0,1,2,가리봉동 국가대표PC
가리봉동,서울특별시 구로구 디지털로19길 28 (가리봉동),놀토PC방,37.4809576,126.8898739,0,0,0,가리봉동 놀토PC방
구로동,서울특별시 구로구 디지털로31길 120 상가2동 지층 (구로동 한신휴플러스),더엑스PC 남구로역점,37.4886875,126.8905999,0,1,1,구로동 더엑스PC 남구로역점
구로동,서울특별시 구로구 디지털로31길 90 104호 (구로동 삼성래미안아파트 상가 지하),이네이처PC방,37.4875908,126.8919379,0,3,2,구로동 이네이처PC방
구로동,서울특별시 구로구 디지털로32길 97-22 덕성빌딩 지1층 (구로동),PC CLUB Z,37.4837527,126.9013077,1,3,7,구로동 PC CLUB Z
궁동,서울특별시 구로구 부일로15길 12  (궁동3층),라임 PC,37.4939396,126.83411,0,0,0,궁동 라임 PC
궁동,서울특별시 구로구 부일로15길 20 골든프라자 102호 (궁동),대박PC,37.4941741,126.8338188,0,0,0,궁동 대박PC
궁동,서울특별시 구로구 부일로15길 20 골든프라자 지층 (궁동),리얼PC방,37.4941741,126.8338188,0,4,1,궁동 리얼PC방
온수동,서울특별시 구로구 부일로1가길 7 1층 (온수동),대박PC방,37.4919009,126.8202522,0,0,0,온수동 대박PC방
구로동,서울특별시 구로구 새말로 19 3층 (구로동),피에스타PC방 구로역점,37.502313,126.8829182,0,2.3,4,구로동 피에스타PC방 구로역점
구로동,서울특별시 구로구 시흥대로163길 12 (구로동),콜PC,37.4816789,126.8993185,0,0,0,구로동 콜PC
신도림동,서울특별시 구로구 신도림로 57 2층 (신도림동 신도림동아성빌딩),스위티PC방,37.509281,126.8816795,0,0,0,신도림동 스위티PC방
신도림동,서울특별시 구로구 신도림로11길 44 (신도림동),호호PC,37.509493,126.8785157,0,0,0,신도림동 호호PC
오류동,서울특별시 구로구 오류로8길 53 1층 (오류동),캔디,37.4921982,126.8432805,0,5,2,오류동 캔디
오류동,서울특별시 구로구 오류로8길 63 3층 (오류동),레드PC방,37.4925422,126.8436579,0,0,0,오류동 레드PC방
오류동,서울특별시 구로구 오류로8길 88 2층 (오류동),와우PC,37.4929342,126.8449213,0,0,0,오류동 와우PC
가리봉동,서울특별시 구로구 우마2길 21 (가리봉동2층),짱PC방,37.4821927,126.8891648,0,0,0,가리봉동 짱PC방
가리봉동,서울특별시 구로구 우마길 1 3층 (가리봉동),중한PC방,37.4825696,126.8875527,0,0,0,가리봉동 중한PC방
고척동,서울특별시 구로구 중앙로 32  (고척동),파워넷,37.5007704,126.8638719,0,5,1,고척동 파워넷
고척동,서울특별시 구로구 중앙로 64 고척프라자 나동 2층 4호 (고척동),레드PC방,37.5037585,126.8627487,0,0,0,고척동 레드PC방
가산동,서울특별시 금천구 가산로 124 (가산동지하1층),리버스PC방,37.4766298,126.8925721,0,2.3,3,가산동 리버스PC방
독산동,서울특별시 금천구 가산로3길 25 2층 (독산동),놀토PC방,37.4721606,126.8942362,0,1,1,독산동 놀토PC방
가산동,서울특별시 금천구 가산로5길 65 3층 (가산동),아이센스PC방,37.4734712,126.8909522,0,1,2,가산동 아이센스PC방
시흥동,서울특별시 금천구 금하로 720 4층 401호 (시흥동 에벤에셀프라자),세븐pc방,37.4504709,126.909473,0,0,0,시흥동 세븐pc방
시흥동,서울특별시 금천구 금하로23길 31 지상1층 (시흥동),대박PC방,37.4526732,126.9086697,0,0,0,시흥동 대박PC방
시흥동,서울특별시 금천구 금하로24길 9 2층 (시흥동),베스트pc,37.4505514,126.9087461,0,0,0,시흥동 베스트pc
독산동,서울특별시 금천구 남부순환로 1372 지하1층 (독산동),탑플레이스PC방,37.4794589,126.9034727,0,1.5,2,독산동 탑플레이스PC방
가산동,서울특별시 금천구 남부순환로108길 20 지상1층 (가산동),PC게임천국,37.478138,126.8921569,0,0,0,가산동 PC게임천국
가산동,서울특별시 금천구 남부순환로108길 27 가산동빌딩 3층층 (가산동),옥토끼 VR PC,37.4776089,126.8919824,0,5,1,가산동 옥토끼 VR PC
시흥동,서울특별시 금천구 독산로 123  지하1층호 (시흥동),블루,37.4582333,126.9050891,0,2,11,시흥동 블루
시흥동,서울특별시 금천구 독산로 134 3층 (시흥동),포그네PC방,37.4592862,126.9052583,0,0,0,시흥동 포그네PC방
독산동,서울특별시 금천구 독산로 176 4층층 (독산동),샹떼pc방독산점,37.4629775,126.9041875,1,0,0,독산동 샹떼pc방독산점
독산동,서울특별시 금천구 독산로 178 (독산동2층),라이또pc방,37.4631315,126.9040264,0,0,0,독산동 라이또pc방
독산동,서울특별시 금천구 독산로 188  (독산동2층),라네이즈PC방,37.4637963,126.9035541,0,0,0,독산동 라네이즈PC방
시흥동,서울특별시 금천구 독산로 24 3층호 (시흥동),웹시티피시방,37.4494559,126.9056466,0,0,0,시흥동 웹시티피시방
독산동,서울특별시 금천구 독산로 280 1층 (독산동),PC게임,37.4716617,126.9033105,0,0,0,독산동 PC게임
독산동,서울특별시 금천구 독산로 289  (독산동3층),아이러브PC방,37.4725773,126.9030223,0,0,0,독산동 아이러브PC방
독산동,서울특별시 금천구 독산로 298 1층 (독산동),짱PC,37.473239,126.9034676,0,5,1,독산동 짱PC
독산동,서울특별시 금천구 독산로 323-1 지상1층 (독산동),킹pc,37.4756788,126.9033326,0,0,0,독산동 킹pc
시흥동,서울특별시 금천구 독산로 47 1층 (시흥동),은행피씨,37.4515152,126.9057992,0,0,0,시흥동 은행피씨
독산동,서울특별시 금천구 독산로102길 1 1층 (독산동),콩PC,37.4759063,126.9037359,0,0,0,독산동 콩PC
독산동,서울특별시 금천구 독산로108길 105 (독산동 지하1층),열라빨라 피시방,37.4803631,126.9098044,0,0,0,독산동 열라빨라 피시방
시흥동,서울특별시 금천구 독산로41길 10-4  2층호 (시흥동),이네이처PC방,37.4600885,126.9040626,0,0,0,시흥동 이네이처PC방
독산동,서울특별시 금천구 독산로74길 33 1층 (독산동),생생PC방,37.4687004,126.9042516,0,0,0,독산동 생생PC방
독산동,서울특별시 금천구 벚꽃로6길 21 예일빌딩 지하1층 (독산동),쇼타임pc방 독산동점,37.4608863,126.8933638,0,2,4,독산동 쇼타임pc방 독산동점
시흥동,서울특별시 금천구 시흥대로 214 비즈메드빌딩 2층 201202호 (시흥동),pc토랑 금천본점,37.4530528,126.9016824,0,0,0,시흥동 pc토랑 금천본점
시흥동,서울특별시 금천구 시흥대로 270 지상3층 (시흥동 삼원빌딩),피에스타,37.4578083,126.899844,0,0,0,시흥동 피에스타
독산동,서울특별시 금천구 시흥대로 406 지하1층 (독산동),OX PC,37.4696611,126.8984727,1,0,0,독산동 OX PC
독산동,서울특별시 금천구 시흥대로 426 지하2층 (독산동 영진빌딩),제닉스아레나pc,37.4715773,126.898787,0,0,0,독산동 제닉스아레나pc
시흥동,서울특별시 금천구 시흥대로 89 지상1층 (시흥동),놀이터,37.4421826,126.903131,0,0,0,시흥동 놀이터
시흥동,서울특별시 금천구 시흥대로28길 15 (시흥동),우리PC방,37.4424607,126.9046274,0,0,0,시흥동 우리PC방
시흥동,서울특별시 금천구 시흥대로52길 18 지1층 (시흥동),준pc방,37.4522412,126.9026226,0,0,0,시흥동 준pc방
시흥동,서울특별시 금천구 시흥대로62길 32  (시흥동),매직스페이스,37.4559852,126.9019467,0,0,0,시흥동 매직스페이스
공릉동,서울특별시 노원구 공릉로 101 경동상가 2층 (공릉동),맥스피드PC방 태릉역점,37.6193082,127.0778856,0,0,0,공릉동 맥스피드PC방 태릉역점
공릉동,서울특별시 노원구 공릉로 144 공릉빌딩 3층 (공릉동),EFCPC방,37.6226266,127.0795074,0,5,1,공릉동 EFCPC방
공릉동,서울특별시 노원구 공릉로 172 2층 (공릉동),버럭PC카페,37.6252665,127.0800181,0,0,0,공릉동 버럭PC카페
공릉동,서울특별시 노원구 공릉로 172 반야빌딩 3층 (공릉동),아이센스리그PC방 서울공릉점,37.6252665,127.0800181,0,0,0,공릉동 아이센스리그PC방 서울공릉점
공릉동,서울특별시 노원구 공릉로 181 4층 (공릉동),라이또PC방 공릉본점,37.6259445,127.0794281,0,0,0,공릉동 라이또PC방 공릉본점
공릉동,서울특별시 노원구 공릉로 198 2층 (공릉동),스펀지PC방,37.6274353,127.0786102,0,0,0,공릉동 스펀지PC방
공릉동,서울특별시 노원구 공릉로 211 (공릉동 동신아파트 102동 상가 지하 1~6호),세븐PC방,37.6283292,127.0773267,1,3.7,3,공릉동 세븐PC방
월계동,서울특별시 노원구 광운로 44 지층 1호 (월계동 준빌딩),3POP,37.6213407,127.0595003,0,0,0,월계동 3POP
월계동,서울특별시 노원구 광운로 48 지하1호 (월계동),닥터PC,37.6217091,127.0595219,0,0,0,월계동 닥터PC
월계동,서울특별시 노원구 광운로 52 세영전자학원 401호 (월계동),엔탑PC방,37.6218963,127.0596997,0,0,0,월계동 엔탑PC방
상계동,서울특별시 노원구 노원로28길 67 지층 (상계동 지성빌딩),스팀pc방,37.6548588,127.0707501,0,0,0,상계동 스팀pc방
상계동,서울특별시 노원구 노해로 482 덕영빌딩 지층 B0102호 (상계동),로데오PC방,37.6542666,127.0617327,0,1,2,상계동 로데오PC방
상계동,서울특별시 노원구 노해로 507 지하2층 (상계동 와우쇼핑몰),와우pc방,37.6554251,127.063937,0,2.8,11,상계동 와우pc방
상계동,서울특별시 노원구 노해로79길 6-19 4층 2호 (상계동 화랑상가),탑플레이스PC방,37.6554909,127.0624641,0,0,0,상계동 탑플레이스PC방
상계동,서울특별시 노원구 덕릉로 799 1층 (상계동 A ONE프라자),3pop pc,37.6683097,127.0793282,0,0,0,상계동 3pop pc
상계동,서울특별시 노원구 덕릉로 822 4층 (상계동 한길로약국),퍼플펍PC방,37.6698635,127.0810568,0,0,0,상계동 퍼플펍PC방
상계동,서울특별시 노원구 덕릉로126길 46 1층 103호 (상계동),로얄PC방,37.6718682,127.0830594,0,0,0,상계동 로얄PC방
상계동,서울특별시 노원구 덕릉로127길 3 (상계동),당고개 PC,37.671351,127.0819156,0,0,0,상계동 당고개 PC
중계동,서울특별시 노원구 덕릉로83길 18 2층 (중계동),해피시방,37.6601354,127.0744187,0,5,1,중계동 해피시방
중계동,서울특별시 노원구 덕릉로83길 22 3층 (중계동),로얄PC,37.6601981,127.0742136,0,0,0,중계동 로얄PC
상계동,서울특별시 노원구 동일로 1530 지층 2호 (상계동 다모아빌딩),다모아pc방,37.6650741,127.0580449,0,0,0,상계동 다모아pc방
상계동,서울특별시 노원구 동일로 1551 지층 (상계동 삼전빌딩),에코9PC방,37.6668972,127.056869,0,0,0,상계동 에코9PC방
상계동,서울특별시 노원구 동일로 1593 2층~3층 (상계동),큐브PC방,37.6707155,127.0558089,0,5,1,상계동 큐브PC방
상계동,서울특별시 노원구 동일로 1596 지층 (상계동),아론PC방 마들점,37.6709788,127.0568712,0,0,0,상계동 아론PC방 마들점
상계동,서울특별시 노원구 동일로 1673 지층 (상계동 상계빌딩),NIC PC방,37.6778534,127.0549716,0,0,0,상계동 NIC PC방
상계동,서울특별시 노원구 동일로 1678 지하1층 (상계동),긱스타PC방 수락산역점,37.6781037,127.0557057,0,3.7,3,상계동 긱스타PC방 수락산역점
상계동,서울특별시 노원구 동일로 1689 217218호 (상계동 하이베라스),존앤존 pc방,37.6791235,127.0549618,0,5,1,상계동 존앤존 pc방
공릉동,서울특별시 노원구 동일로180길 41 2층 (공릉동),깡통로봇 PC방,37.6227357,127.0765567,0,0,0,공릉동 깡통로봇 PC방
공릉동,서울특별시 노원구 동일로182길 37-14 101호 (공릉동),공릉PC,37.6238178,127.0761651,0,5,1,공릉동 공릉PC
공릉동,서울특별시 노원구 동일로191가길 22 4층 (공릉동),라이또PC방 ,37.6259777,127.0714278,0,0,0,공릉동 라이또PC방 
공릉동,서울특별시 노원구 동일로191가길 34 2층 (공릉동 금광빌딩),리코스타,37.6266527,127.0713157,0,0,0,공릉동 리코스타
공릉동,서울특별시 노원구 동일로191가길 6 B01호 (공릉동 건양오피스텔),PCCUS,37.6252815,127.0716796,0,5,1,공릉동 PCCUS
상계동,서울특별시 노원구 동일로241가길 9 2층 (상계동),상계PC,37.6764263,127.0544752,0,0,0,상계동 상계PC
상계동,서울특별시 노원구 동일로242가길 22 202호 (상계동),몽키PC방,37.6768311,127.056044,0,2,1,상계동 몽키PC방
상계동,서울특별시 노원구 동일로242가길 50 지상3층 (상계동),아이닉스 PC방,37.6781452,127.056102,0,0,0,상계동 아이닉스 PC방
월계동,서울특별시 노원구 마들로1길 44 2층 (월계동),시크릿PC카페,37.6231071,127.0647375,0,0,0,월계동 시크릿PC카페
상계동,서울특별시 노원구 상계로 108 SKY미술학원 2층 (상계동),탑클래스PC방,37.6570419,127.0671509,0,3,4,상계동 탑클래스PC방
상계동,서울특별시 노원구 상계로 193-25 지하1층 (상계동),블랙pc카페,37.6627475,127.0734294,0,0,0,상계동 블랙pc카페
