소재지전체주소,도로명전체주소,사업장명,위도,경도,업태구분명,kakao_star,kakao_star_nums,kakao_blog_review
신설동,"서울특별시 동작구 상도로37길 72, 1층 (상도동)",신설동사람들,37.4980215,126.9527791,치킨,5,1,7
중랑구,"서울특별시 동작구 알마타길 6 (대방동,지하1층 113호,114호)",카우보이,37.5105906,126.9251787,치킨,0,0,4
도봉구,"서울특별시 동대문구 장한로 42, 지상1층 (장안동)",자매호프,37.5649329,127.06727,치킨,5,2,2
구로동,"서울특별시 도봉구 해등로 79, 102동 지상1층 101호 (창동, 동진빌리지상가)",콩뿌리,37.6506611,127.0413895,치킨,0,0,0
정릉동,"서울특별시 노원구 동일로174길 32, 1층 (공릉동)",비비큐 정릉중앙점,37.6189435,127.0772726,치킨,0,0,4
봉천동,"서울특별시 동대문구 전농로16길 12, 1층 (전농동)",그 포차,37.578261,127.0579248,치킨,5,2,8
동대문구,"서울특별시 동작구 동작대로17길 5, 1층 (사당동)",비비큐,37.4825895,126.9810373,치킨,1.2,25,22
도봉동,"서울특별시 동대문구 답십리로64길 114, 1층 (장안동)",짱닭치킨,37.5682415,127.0646724,치킨,5,2,4
구로동,서울특별시 동작구 동작대로27가길 6-4 (사당동),진닭,37.4868559,126.9809274,치킨,5,1,2
가리봉동,"서울특별시 동대문구 경동시장로8길 46, 1층 (청량리동)",연길순희냉면,37.5810129,127.0433023,치킨,0,0,2
노원구,"서울특별시 동대문구 왕산로2길 22 (신설동,(신설길12))",멕시칸치킨,37.5752702,127.0254383,치킨,0,0,0
신당동,"서울특별시 노원구 월계로 370, 1층 117호 (월계동, 희성프라자)",길통닭,37.6310464,127.0609491,치킨,1.5,2,4
구로동,서울특별시 동작구 만양로 90-1 (노량진동),이름없는포차,37.5115094,126.9445147,치킨,0,0,0
양천구,"서울특별시 금천구 시흥대로62길 9, 지상1층 (시흥동)",33귀한족발보쌈,37.4553156,126.9011202,치킨,5,2,5
마포구,서울특별시 동작구 사당로30길 100 (사당동),킹투,37.4804148,126.9807025,치킨,0,0,0
동자동,"서울특별시 금천구 독산로 112, 지상2층 (시흥동)",브라보7080 생라이브,37.4573809,126.9056121,치킨,0,0,0
구로구,"서울특별시 동대문구 고산자로 393-5 (용두동,1층)","온수역, 술집",37.5746808,127.0376624,치킨,4,1,5
구로동,서울특별시 동작구 사당로10길 7 (사당동),별난주점,37.4846676,126.9698829,치킨,0,0,2
화양동,"서울특별시 도봉구 도봉로150다길 28, 1층 107호 (방학동, 방학지음재힐스)",바른치킨건대점,37.6672817,127.0446898,치킨,4.5,40,30
구로구,"서울특별시 도봉구 도봉로150다길 28, 상가동 2층 202호 (방학동, 방학지음재힐스)",몽마르지,37.6672817,127.0446898,치킨,0,0,0
갈현동,"서울특별시 금천구 가산로 138 (가산동, 지상1층)",수내닭꼬치,37.4777532,126.8915487,치킨,0,0,2
중랑구,"서울특별시 노원구 섬밭로 258, 5층 6호 (중계동, 건영옴니백화점)",굽네치킨,37.6388763,127.0648461,치킨,3.6,8,3
강서구,"서울특별시 동대문구 이문로28길 12, 지하1층 (이문동)",봉구비어까치산역1호점,37.5956539,127.060402,치킨,4.8,10,6
동대문구,서울특별시 노원구 화랑로 415 (공릉동),치킨필레오,37.6172716,127.0737946,치킨,0,0,1
강일동,"서울특별시 도봉구 도봉산4가길 6-4, 1층 (도봉동)",쌀통닭 강일점,37.6883635,127.0419126,치킨,3.3,4,1
마포구,서울특별시 동작구 사당로17나길 2 (사당동),홍대한신포차,37.4839912,126.9733539,치킨,1.3,31,32
도화동,"서울특별시 동작구 상도로61길 55 (상도동, 1층)",오뎅촌,37.494794,126.9579746,치킨,3,2,4
영등포구,"서울특별시 동대문구 회기로2길 2, 1층 (제기동)",푸라닭당산점,37.5910698,127.0367473,치킨,2,2,4
구로구,서울특별시 동작구 만양로14길 24 (노량진동),교촌치킨 구로디지털점,37.5118817,126.9456377,치킨,3.9,20,18
동작구,"서울특별시 동대문구 장한로 64 (장안동,(장한로64))",구구팔팔,37.5666376,127.0684065,치킨,2,1,0
여의도동,"서울특별시 동대문구 한천로 62, 화성빌딩 1층 (장안동)",전설,37.5672045,127.0627929,치킨,0,0,0
마포구,"서울특별시 동작구 상도로 177-1, 1층 (상도동)",교촌치킨신수점,37.5047042,126.9384197,치킨,3.7,7,1
자양동,"서울특별시 도봉구 도봉로110라길 70-14, 101동 1층 101호 (창동)",청사초롱,37.6427929,127.0355124,치킨,0,0,0
명일동,"서울특별시 동대문구 회기로16길 11, 1층 (회기동)",둘둘치킨명일역점,37.5907977,127.0514213,치킨,3.2,5,0
중랑구,"서울특별시 노원구 동일로184길 41, 동양빌딩 1층 102호 (공릉동)",부어치킨,37.6244731,127.0760265,치킨,0,0,0
자양동,"서울특별시 동대문구 망우로 18, 1층 (휘경동)",스타,37.587781,127.0557028,치킨,3.2,11,1
강서구,"서울특별시 동작구 만양로 102-3, 1층 (노량진동)",은혜닭집,37.5126092,126.9447562,치킨,0,0,3
성북구,"서울특별시 노원구 상계로1길 14-17, 101호 (상계동)",굽모닝숯불바베큐,37.6573134,127.0618963,치킨,4.7,3,0
