소재지전체주소,도로명전체주소,사업장명,위도,경도,업태구분명,kakao_star,kakao_star_nums,kakao_blog_review
망원동,"서울특별시 강동구 양재대로 1329, 서경빌딩 1층 (성내동)",씨클로,37.5252087,127.1348464,"인도,태국",4.5,32,10
한강로3가,서울특별시 강동구 양재대로 1453 (길동),크리스피프레시 용산아이파크몰점,37.5357117,127.1388876,"인도,태국",3.7,3,62
봉천동,"서울특별시 강동구 상일로7길 6-7, 1층 (상일동)",쥬벤쿠바,37.5503371,127.172393,"인도,태국",4.1,66,182
익선동,"서울특별시 강동구 암사길 41, 1층 (암사동)",마라부트,37.5519699,127.1339026,"인도,태국",0,0,0
신사동,"서울특별시 강동구 상암로11길 11, 강동리시온 1층 105호 (암사동)",미앙,37.5501656,127.1285868,"인도,태국",3.9,16,62
청파동3가,"서울특별시 강동구 동남로67길 44, 1층 (명일동)",신머이,37.5488705,127.1533828,"인도,태국",4,6,6
방배동,"서울특별시 강동구 양재대로 1450, 1층 (길동)",아그라 사당,37.5352843,127.1394886,"인도,태국",4,1,0
홍지동,서울특별시 강동구 상암로11길 29 (암사동),원 테이블,37.5510595,127.1289171,"인도,태국",4.8,4,9
서린동,"서울특별시 강동구 상암로 203, 1층 (명일동)",종로 할머니 칼국수 광화문점,37.5466624,127.1451707,"인도,태국",4,2,4
남창동,서울특별시 강동구 성내로 6 (성내동),제로 콤플렉스,37.5303683,127.1213671,"인도,태국",4,34,42
반포동,"서울특별시 강동구 상암로 195 (명일동,(107호))",깐부치킨,37.5466253,127.1441985,"인도,태국",1.7,3,8
성내동,"서울특별시 강동구 암사길 22-1, 1층 (암사동)",통로,37.5514893,127.1318912,"인도,태국",4.2,22,42
원효로1가,"서울특별시 강동구 양재대로 1465, 2층 201호 (길동)",티켓투방콕,37.5368624,127.1393063,"인도,태국",0,0,6
성수동1가,"서울특별시 강동구 상암로 51 (암사동, 102호)",하노이102,37.5495418,127.1291428,"인도,태국",4.2,86,153
회기동,서울특별시 강동구 동남로 592 (둔촌동),일폐이중국전통요리,37.5273083,127.1483111,"인도,태국",0,0,0
역삼동,"서울특별시 강동구 구천면로42길 14, 한신아파트 상가동 1층 3호 (천호동)",춘천숯불닭갈비,37.5462534,127.1349428,"인도,태국",4.3,4,14
암사동,"서울특별시 강동구 성안로3길 68-9, 1층 (성내동)",포메인 암사역점,37.5274458,127.1264091,"인도,태국",0,0,1
이태원동,"서울특별시 강동구 성안로13길 27 (성내동,(1층))",동,37.531515,127.1308225,"인도,태국",0,0,0
삼성동,"서울특별시 강동구 상일로15길 34-14, 1층 (고덕동)",도스타코스,37.5584381,127.1694932,"인도,태국",2.9,23,12
화곡동,서울특별시 강동구 상일로15길 34-10 (고덕동),바우네나주곰탕 까치산역점,37.5584105,127.1693087,"인도,태국",2.8,5,9
평동,"서울특별시 강동구 상암로 41 (암사동,동양덱스빌105,107,109호)",나인쿡,37.5501642,127.1282236,"인도,태국",5,1,2
필운동,"서울특별시 강동구 상암로 47-3, 1층 (암사동)",필운276,37.5497659,127.1290496,"인도,태국",4.6,13,7
망우동,"서울특별시 강동구 상암로 54, 브라운스톤암사아파트 상가동 1층 2호 (천호동)",미스사이공 망우점,37.549196,127.1293267,"인도,태국",3.2,9,10
봉천동,"서울특별시 강동구 상암로39길 30, 1층 (천호동)",옐로우버터드림,37.547293,127.1403411,"인도,태국",3.7,7,117
방학동,"서울특별시 강동구 성안로 191, 지산빌딩 1층 (천호동)",브리또인,37.5401195,127.1364924,"인도,태국",5,1,0
성수동2가,"서울특별시 강동구 동남로73길 31, 1층 (명일동)",타논 55,37.5526766,127.1544749,"인도,태국",4.5,13,49
양재동,"서울특별시 강동구 상암로 42, 암사오피스텔 1층 110호 (천호동)",꼬메도르16,37.5495882,127.1279034,"인도,태국",3.7,9,14
삼성동,"서울특별시 강동구 성안로 58, 103호 (성내동)",룩친앤타이누들,37.5287994,127.1313886,"인도,태국",0,0,0
충무로2가,서울특별시 강동구 상암로 47-3 (암사동),C TAVERN,37.5497659,127.1290496,"인도,태국",4.4,5,24
길동,"서울특별시 강동구 상일로15길 34-17, 1층 (고덕동)",코지바,37.5586167,127.1697026,"인도,태국",1,1,0
망원동,"서울특별시 강동구 양재대로 1371, 1층 17호 (성내동)",망원동 칼짬뽕,37.5287128,127.1360654,"인도,태국",3.6,11,7
보문동1가,"서울특별시 강동구 양재대로 1450, 지하1층 (길동)",차이니포,37.5352843,127.1394886,"인도,태국",5,1,0
합정동,서울특별시 강동구 아리수로76길 37 (고덕동),디어쿠키,37.5609159,127.1625826,"인도,태국",4,3,4
용산동2가,"서울특별시 강동구 상일로5길 3, 1층 (상일동)",회전목마,37.5489455,127.1728285,"인도,태국",5,1,2
창신동,"서울특별시 강동구 구천면로41길 6, 1층 (천호동)",낭로,37.5464265,127.1337081,"인도,태국",0,0,0
합정동,"서울특별시 강동구 아리수로93나길 54, 경서프라자 1층 108,109,110,111호 (강일동)",베이커리 드렁큰파운드,37.5722002,127.174853,"인도,태국",0,0,121
목동,"서울특별시 강동구 명일로 255, 진흥빌딩 1층 (길동)",에머이 목동점,37.5415208,127.1471055,"인도,태국",4,20,38
송파동,"서울특별시 강동구 명일로 165, 1층 (둔촌동)",유목카츠,37.533739,127.1444404,"인도,태국",5,1,1
논현동,서울특별시 강동구 성안로25길 9 (천호동),일마또네,37.5380376,127.1349999,"인도,태국",0,0,2
장안동,서울특별시 강동구 구천면로41길 35 (천호동),베트남 테이블,37.5469307,127.1320343,"인도,태국",5,1,2
신사동,서울특별시 강동구 상일로15길 12 (고덕동),포엔분짜,37.5582857,127.1704021,"인도,태국",4.1,40,14
화양동,서울특별시 강동구 상일로 17 (상일동),케밥인,37.5486364,127.1730085,"인도,태국",4.1,8,15
마곡동,"서울특별시 강동구 상암로67길 21, 1층 (명일동)",완위와,37.547315,127.1556041,"인도,태국",0,0,0
역삼동,"서울특별시 강동구 상일로 33 (상일동,3층)",호지 보보,37.5501801,127.1727299,"인도,태국",3.8,17,15
삼성동,"서울특별시 강동구 아리수로93가길 25 (강일동,강일리버파크1단지상가101호)",간코블랙 현대무역센터점,37.5677139,127.1721771,"인도,태국",3,2,207
구로동,"서울특별시 강동구 아리수로93길 33-9, 강일프라자 3층 301호 (강일동)",훈장소주관,37.5657383,127.1732169,"인도,태국",0,0,0
