소재지전체주소,도로명전체주소,사업장명,위도,경도,업태구분명,kakao_star,kakao_star_nums,kakao_blog_review
노량진동,서울특별시 강남구 역삼로3길 16 (역삼동),얌샘노량진점,37.4946047,127.0315132,분식,3.6,5,2
화곡동,"서울특별시 강남구 테헤란로 406, 샹제리제센터 A동 지하1층 119호 (대치동)",신나라김밥,37.5043884,127.0499893,분식,0,0,0
논현동,"서울특별시 강남구 압구정로79길 36, 1층 오른쪽상가호 (청담동)",쪼가리,37.5252211,127.0501237,분식,4,3,4
당주동,"서울특별시 강남구 테헤란로52길 21, 역삼동 벤처빌딩 지하1층 B101호, B102호중 일부 (역삼동)",홍카페,37.5029419,127.0485993,분식,0,0,0
잠실동,"서울특별시 강남구 삼성로 212, 은마상가동 지하1층 A블럭 76호, 73호 (대치동, 은마아파트)",장어구이백반,37.4977415,127.0650701,분식,4.5,4,2
청진동,"서울특별시 강남구 논현로175길 39 (신사동,.지하1층)",미각,37.5249169,127.0256565,분식,1.6,8,9
명륜4가,"서울특별시 강남구 선릉로 340 (대치동,지상2층206호)",유자유 김치 떡볶이,37.5002261,127.0514679,분식,4.9,11,93
북아현동,"서울특별시 강남구 논현로121길 64 (논현동,지하1층)",쵸이피자,37.5083132,127.0283537,분식,5,7,5
사당동,"서울특별시 강남구 압구정로48길 36-2, 지상1층,2층 (신사동)",이장군충무김밥,37.5262496,127.0366641,분식,1,1,1
신림동,"서울특별시 강남구 일원로9길 58 (일원동,지상1층)",김밥천국,37.4906257,127.0862134,분식,3,1,0
노량진동,"서울특별시 강남구 영동대로 330, 1층 (대치동)",와우신내떡,37.5042103,127.066326,분식,4.2,42,84
적선동,"서울특별시 강남구 삼성로 571, 경산빌딩 지하1층 2호 (삼성동)",우정 광화문점,37.5123525,127.05323,분식,4.5,4,5
성내동,"서울특별시 강남구 압구정로46길 5-10 (신사동,압구정로데오스타B101호)",파스타,37.5279141,127.0375239,분식,4.3,47,118
잠실동,"서울특별시 강남구 봉은사로103길 6 (삼성동,지상1층)",칼라분식,37.5150221,127.0617928,분식,2.7,26,24
명일동,"서울특별시 강남구 테헤란로 123, 여삼빌딩 지하1층 주방22호 (역삼동)",꾸러기분식,37.4995645,127.0314101,분식,3.2,18,38
화곡동,"서울특별시 강남구 선릉로112길 50 (삼성동,지하1층)",정성푸드,37.512104,127.0476835,분식,0,0,0
개봉동,"서울특별시 강남구 압구정로42길 25-3 (신사동,규민빌딩지상1층)",토마토김밥 개봉점,37.527271,127.0354242,분식,2.3,7,0
황학동,"서울특별시 강남구 선릉로 514 (삼성동,지하1층8호)",고향칼국수,37.5056108,127.0491849,분식,5,2,9
화양동,"서울특별시 강남구 언주로97길 27, 지상1층 103호 (역삼동)",박씨물고온제비,37.5048215,127.0391949,분식,0,0,0
상계동,서울특별시 강남구 역삼로2길 13 (역삼동),투데이,37.4925095,127.0316679,분식,0,0,0
숭인동,"서울특별시 강남구 삼성로72길 5, 1층 (대치동)",수유리우동 동묘점,37.5026526,127.0596321,분식,3.1,8,4
가산동,"서울특별시 강남구 압구정로 165 (압구정동,현대백화점 5층)",하꼬야,37.5273658,127.0274612,분식,3.8,6,6
전농동,"서울특별시 강남구 선릉로93길 12, 지하1층 (역삼동)",독,37.5054038,127.0473298,분식,3.2,102,57
역촌동,"서울특별시 강남구 논현로 854, 104,105,106호 (신사동)",연희김밥 역촌점,37.5253216,127.0288651,분식,2,2,0
관훈동,"서울특별시 강남구 남부순환로 2753, 지상2층 (도곡동)",인사동수제비,37.4874808,127.0469896,분식,4.1,61,89
역삼동,"서울특별시 강남구 언주로121길 6, 지상1층 102호 (논현동)",히로시노 라멘,37.5117344,127.0351419,분식,4.5,21,37
염창동,"서울특별시 강남구 역삼로 109 (역삼동,지상1층 104호)",가인봉,37.4936914,127.0310381,분식,4,4,2
가락동,"서울특별시 강남구 삼성로95길 14 (삼성동,지하1층)",젓가락김밥,37.5080759,127.0545952,분식,3.5,6,0
쌍문동,"서울특별시 강남구 역삼로 133 (역삼동,지하1층)",고루모도시락,37.4944601,127.0341781,분식,0,0,4
미아동,"서울특별시 강남구 학동로1길 11, 2층 (논현동)",참맛,37.512064,127.0217332,분식,0,0,0
대방동,"서울특별시 강남구 테헤란로25길 6-7, 지하1층 (역삼동)",가야촌유황오리,37.5012536,127.0357644,분식,4.2,6,11
논현동,서울특별시 강남구 테헤란로64길 26 (대치동),배떡 논현점,37.5031506,127.051551,분식,0,0,10
상계동,서울특별시 강남구 선릉로93길 32 (역삼동),카페룸인,37.5047276,127.0460538,분식,0,0,0
신사동,"서울특별시 강남구 언주로150길 48, 1층 102호 (논현동)",강남식당,37.5218961,127.0380663,분식,4.4,14,68
도렴동,"서울특별시 강남구 봉은사로33길 34, 지하1층 4호 (논현동)",달곰,37.5102537,127.0350564,분식,3.8,11,4
대방동,"서울특별시 강남구 테헤란로5길 24, 1층 101호 (역삼동)",투고 ,37.5001627,127.029093,분식,5,3,0
